round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
Group stage,1,Wed,2022-09-07,20:00,Tottenham,1.5,2–0,0.4,Marseille,57367,Tottenham Hotspur Stadium,Slavko Vinčič,/en/matches/e5abb306/Tottenham-Hotspur-Marseille-September-7-2022-Champions-League,,e5abb306
Group stage,2,Tue,2022-09-13,21:00,Bayern Munich,1.7,2–0,2.0,Barcelona,75000,Allianz Arena,Danny Makkelie,/en/matches/fa6819d6/Bayern-Munich-Barcelona-September-13-2022-Champions-League,,fa6819d6
Group stage,2,Tue,2022-09-13,21:00,Leverkusen,1.8,2–0,0.9,Atlético Madrid,25825,BayArena,Michael Oliver,/en/matches/6f5c07b8/Bayer-Leverkusen-Atletico-Madrid-September-13-2022-Champions-League,,6f5c07b8
Group stage,2,Tue,2022-09-13,20:00,Liverpool,2.2,2–1,0.3,Ajax,52387,Anfield,Artur Dias,/en/matches/03c10fd7/Liverpool-Ajax-September-13-2022-Champions-League,,03c10fd7
Group stage,2,Tue,2022-09-13,21:00,Marseille,0.9,0–1,1.2,Eint Frankfurt,62500,Orange Vélodrome,José Sánchez,/en/matches/9e523fd4/Marseille-Eintracht-Frankfurt-September-13-2022-Champions-League,,9e523fd4
Group stage,2,Tue,2022-09-13,20:00,Porto,1.0,0–4,2.7,Club Brugge,39225,Estádio Do Dragão,Anastasios Sidiropoulos,/en/matches/8ea73759/Porto-Club-Brugge-September-13-2022-Champions-League,,8ea73759
Group stage,2,Tue,2022-09-13,17:45,Sporting CP,0.9,2–0,0.9,Tottenham,39899,Estádio José Alvalade,Srđan Jovanović,/en/matches/14945858/Sporting-CP-Tottenham-Hotspur-September-13-2022-Champions-League,,14945858
Group stage,2,Tue,2022-09-13,18:45,Viktoria Plzeň,0.3,0–2,1.9,Inter,11252,Doosan Arena,Sandro Schärer,/en/matches/4626a08d/Viktoria-Plzen-Internazionale-September-13-2022-Champions-League,,4626a08d
Group stage,2,Wed,2022-09-14,20:00,Chelsea,1.2,1–1,0.4,RB Salzburg,38818,Stamford Bridge,Ivan Kružliak,/en/matches/c36141e9/Chelsea-Red-Bull-Salzburg-September-14-2022-Champions-League,,c36141e9
Group stage,2,Wed,2022-09-14,21:00,FC Copenhagen,0.7,0–0,0.8,Sevilla,34910,Parken,Irfan Peljto,/en/matches/135f4d20/FC-Copenhagen-Sevilla-September-14-2022-Champions-League,,135f4d20
Group stage,2,Wed,2022-09-14,21:00,Juventus,0.8,1–2,2.2,Benfica,34015,Allianz Stadium,Felix Zwayer,/en/matches/ad5c6cfb/Juventus-Benfica-September-14-2022-Champions-League,,ad5c6cfb
Group stage,2,Wed,2022-09-14,22:00,Maccabi Haifa,1.0,1–3,1.8,Paris S-G,30412,Sammy Ofer Stadium,Daniel Siebert,/en/matches/a2e3a9c9/Maccabi-Haifa-Paris-Saint-Germain-September-14-2022-Champions-League,,a2e3a9c9
Group stage,2,Wed,2022-09-14,20:00,Manchester City,1.0,2–1,0.7,Dortmund,50441,Etihad Stadium,Daniele Orsato,/en/matches/f8469961/Manchester-City-Dortmund-September-14-2022-Champions-League,,f8469961
Group stage,2,Wed,2022-09-14,18:45,Milan,2.2,3–1,0.4,Dinamo Zagreb,61341,Stadio Giuseppe Meazza,Jesús Gil,/en/matches/e7f45cec/Milan-Dinamo-Zagreb-September-14-2022-Champions-League,,e7f45cec
Group stage,2,Wed,2022-09-14,20:00,Rangers,1.3,0–3,3.5,Napoli,50121,Ibrox Stadium,Antonio Matéu,/en/matches/486aeb15/Rangers-Napoli-September-14-2022-Champions-League,,486aeb15
Group stage,2,Wed,2022-09-14,21:00,Real Madrid,0.9,2–0,0.7,RB Leipzig,54289,Estadio Santiago Bernabéu,Maurizio Mariani,/en/matches/c035904c/Real-Madrid-RB-Leipzig-September-14-2022-Champions-League,,c035904c
Group stage,2,Wed,2022-09-14,19:45,Shakhtar,0.4,1–1,1.5,Celtic,20697,Stadion Miejski Legii Warszawa im. Marsz...,Glenn Nyberg,/en/matches/e925926a/Shakhtar-Donetsk-Celtic-September-14-2022-Champions-League,,e925926a
Group stage,3,Tue,2022-10-04,21:00,Ajax,1.4,1–6,3.3,Napoli,52896,Johan Cruyff ArenA,François Letexier,/en/matches/74aed880/Ajax-Napoli-October-4-2022-Champions-League,,74aed880
Group stage,3,Tue,2022-10-04,18:45,Bayern Munich,2.4,5–0,0.5,Viktoria Plzeň,75000,Allianz Arena,Nikola Dabanović,/en/matches/046415e1/Bayern-Munich-Viktoria-Plzen-October-4-2022-Champions-League,,046415e1
Group stage,3,Tue,2022-10-04,21:00,Club Brugge,1.3,2–0,2.1,Atlético Madrid,25667,Jan Breydelstadion,István Kovács,/en/matches/b52ab6c9/Club-Brugge-Atletico-Madrid-October-4-2022-Champions-League,,b52ab6c9
Group stage,3,Tue,2022-10-04,21:00,Eint Frankfurt,1.0,0–0,1.5,Tottenham,50500,Deutsche Bank Park,Daniele Orsato,/en/matches/2f44d120/Eintracht-Frankfurt-Tottenham-Hotspur-October-4-2022-Champions-League,,2f44d120
Group stage,3,Tue,2022-10-04,21:00,Inter,0.2,1–0,0.5,Barcelona,71368,Stadio Giuseppe Meazza,Slavko Vinčič,/en/matches/3b3866ca/Internazionale-Barcelona-October-4-2022-Champions-League,,3b3866ca
Group stage,3,Tue,2022-10-04,20:00,Liverpool,2.9,2–0,0.4,Rangers,49512,Anfield,Clément Turpin,/en/matches/707b3173/Liverpool-Rangers-October-4-2022-Champions-League,,707b3173
Group stage,3,Tue,2022-10-04,18:55,Marseille,2.5,4–1,0.4,Sporting CP,618,Orange Vélodrome,Davide Massa,/en/matches/22344ecc/Marseille-Sporting-CP-October-4-2022-Champions-League,,22344ecc
Group stage,3,Tue,2022-10-04,20:00,Porto,1.1,2–0,1.4,Leverkusen,42399,Estádio Do Dragão,Anthony Taylor,/en/matches/8e933a97/Porto-Bayer-Leverkusen-October-4-2022-Champions-League,,8e933a97
Group stage,3,Wed,2022-10-05,20:00,Benfica,1.4,1–1,1.0,Paris S-G,62295,Estádio do Sport Lisboa e Benfica,Jesús Gil,/en/matches/0b8c5372/Benfica-Paris-Saint-Germain-October-5-2022-Champions-League,,0b8c5372
Group stage,3,Wed,2022-10-05,20:00,Chelsea,1.1,3–0,0.4,Milan,39537,Stamford Bridge,Danny Makkelie,/en/matches/012a9877/Chelsea-Milan-October-5-2022-Champions-League,,012a9877
Group stage,3,Wed,2022-10-05,21:00,Juventus,2.3,3–1,2.0,Maccabi Haifa,28498,Allianz Stadium,Sandro Schärer,/en/matches/c8e326ed/Juventus-Maccabi-Haifa-October-5-2022-Champions-League,,c8e326ed
Group stage,3,Wed,2022-10-05,20:00,Manchester City,4.3,5–0,0.4,FC Copenhagen,51765,Etihad Stadium,Donatas Rumšas,/en/matches/609cee82/Manchester-City-FC-Copenhagen-October-5-2022-Champions-League,,609cee82
Group stage,3,Wed,2022-10-05,18:45,RB Leipzig,2.2,3–1,0.9,Celtic,45228,Red Bull Arena,Espen Andreas Eskås,/en/matches/2c462cee/RB-Leipzig-Celtic-October-5-2022-Champions-League,,2c462cee
Group stage,3,Wed,2022-10-05,18:45,RB Salzburg,2.2,1–0,0.7,Dinamo Zagreb,28864,Red Bull Arena,Andris Treimanis,/en/matches/5172a9ff/Red-Bull-Salzburg-Dinamo-Zagreb-October-5-2022-Champions-League,,5172a9ff
Group stage,3,Wed,2022-10-05,21:00,Real Madrid,3.4,2–1,0.8,Shakhtar,56011,Estadio Santiago Bernabéu,Ivan Kružliak,/en/matches/0ff6ebda/Real-Madrid-Shakhtar-Donetsk-October-5-2022-Champions-League,,0ff6ebda
Group stage,3,Wed,2022-10-05,21:00,Sevilla,2.0,1–4,2.5,Dortmund,34598,Estadio Ramón Sánchez Pizjuán,Maurizio Mariani,/en/matches/2491909c/Sevilla-Dortmund-October-5-2022-Champions-League,,2491909c
Group stage,4,Tue,2022-10-11,20:00,Celtic,2.0,0–2,1.7,RB Leipzig,57565,Celtic Park,Halil Umut Meler,/en/matches/a06ccad8/Celtic-RB-Leipzig-October-11-2022-Champions-League,,a06ccad8
Group stage,4,Tue,2022-10-11,21:00,Dinamo Zagreb,0.9,1–1,1.3,RB Salzburg,20779,Stadion Maksimir,Tobias Stieler,/en/matches/ea999a07/Dinamo-Zagreb-Red-Bull-Salzburg-October-11-2022-Champions-League,,ea999a07
Group stage,4,Tue,2022-10-11,21:00,Dortmund,0.4,1–1,0.8,Sevilla,81000,Signal Iduna Park,Srđan Jovanović,/en/matches/2e579b17/Dortmund-Sevilla-October-11-2022-Champions-League,,2e579b17
Group stage,4,Tue,2022-10-11,18:45,FC Copenhagen,0.3,0–0,1.6,Manchester City,35447,Parken,Artur Dias,/en/matches/9fcbdbb0/FC-Copenhagen-Manchester-City-October-11-2022-Champions-League,,9fcbdbb0
Group stage,4,Tue,2022-10-11,19:45,Maccabi Haifa,0.8,2–0,0.5,Juventus,30074,Sammy Ofer Stadium,Antonio Matéu,/en/matches/ce38fc56/Maccabi-Haifa-Juventus-October-11-2022-Champions-League,,ce38fc56
Group stage,4,Tue,2022-10-11,21:00,Milan,0.4,0–2,2.2,Chelsea,75051,Stadio Giuseppe Meazza,Daniel Siebert,/en/matches/c4c72cb6/Milan-Chelsea-October-11-2022-Champions-League,,c4c72cb6
Group stage,4,Tue,2022-10-11,21:00,Paris S-G,1.2,1–1,1.2,Benfica,46435,Parc des Princes,Michael Oliver,/en/matches/a964aba8/Paris-Saint-Germain-Benfica-October-11-2022-Champions-League,,a964aba8
Group stage,4,Tue,2022-10-11,22:00,Shakhtar,0.5,1–1,1.1,Real Madrid,29030,Stadion Miejski Legii Warszawa im. Marsz...,Orel Grinfeeld,/en/matches/c0689504/Shakhtar-Donetsk-Real-Madrid-October-11-2022-Champions-League,,c0689504
Group stage,4,Wed,2022-10-12,18:45,Atlético Madrid,2.3,0–0,0.6,Club Brugge,60810,Estadio Cívitas Metropolitano,Danny Makkelie,/en/matches/d6a4108e/Atletico-Madrid-Club-Brugge-October-12-2022-Champions-League,,d6a4108e
Group stage,4,Wed,2022-10-12,21:00,Barcelona,2.2,3–3,2.0,Inter,92302,Camp Nou,Szymon Marciniak,/en/matches/fac347dd/Barcelona-Internazionale-October-12-2022-Champions-League,,fac347dd
Group stage,4,Wed,2022-10-12,21:00,Leverkusen,2.2,0–3,1.8,Porto,30210,BayArena,István Kovács,/en/matches/85a0ac20/Bayer-Leverkusen-Porto-October-12-2022-Champions-League,,85a0ac20
Group stage,4,Wed,2022-10-12,18:45,Napoli,3.2,4–2,1.6,Ajax,52229,Stadio Diego Armando Maradona,Felix Zwayer,/en/matches/c5d06e6b/Napoli-Ajax-October-12-2022-Champions-League,,c5d06e6b
Group stage,4,Wed,2022-10-12,20:00,Rangers,0.5,1–7,2.2,Liverpool,48820,Ibrox Stadium,Slavko Vinčič,/en/matches/b79490f8/Rangers-Liverpool-October-12-2022-Champions-League,,b79490f8
Group stage,4,Wed,2022-10-12,20:00,Sporting CP,0.3,0–2,2.8,Marseille,38126,Estádio José Alvalade,Alejandro Hernández,/en/matches/67512e2a/Sporting-CP-Marseille-October-12-2022-Champions-League,,67512e2a
Group stage,4,Wed,2022-10-12,20:00,Tottenham,3.0,3–2,1.2,Eint Frankfurt,55180,Tottenham Hotspur Stadium,Carlos del Cerro,/en/matches/bd7b7e39/Tottenham-Hotspur-Eintracht-Frankfurt-October-12-2022-Champions-League,,bd7b7e39
Group stage,4,Wed,2022-10-12,21:00,Viktoria Plzeň,1.2,2–4,3.0,Bayern Munich,11326,Doosan Arena,Bartosz Frankowski,/en/matches/23b381a6/Viktoria-Plzen-Bayern-Munich-October-12-2022-Champions-League,,23b381a6
Group stage,5,Tue,2022-10-25,20:00,Benfica,3.3,4–3,2.4,Juventus,60131,Estádio do Sport Lisboa e Benfica,Srđan Jovanović,/en/matches/13a5d7c1/Benfica-Juventus-October-25-2022-Champions-League,,13a5d7c1
Group stage,5,Tue,2022-10-25,20:00,Celtic,1.4,1–1,0.8,Shakhtar,57478,Celtic Park,Serdar Gözübüyük,/en/matches/f9fa410f/Celtic-Shakhtar-Donetsk-October-25-2022-Champions-League,,f9fa410f
Group stage,5,Tue,2022-10-25,21:00,Dinamo Zagreb,0.7,0–4,3.2,Milan,20572,Stadion Maksimir,Szymon Marciniak,/en/matches/ce9c9e69/Dinamo-Zagreb-Milan-October-25-2022-Champions-League,,ce9c9e69
Group stage,5,Tue,2022-10-25,21:00,Dortmund,1.2,0–0,1.2,Manchester City,81000,Signal Iduna Park,Davide Massa,/en/matches/606d549f/Dortmund-Manchester-City-October-25-2022-Champions-League,,606d549f
Group stage,5,Tue,2022-10-25,21:00,Paris S-G,2.6,7–2,0.8,Maccabi Haifa,46435,Parc des Princes,Felix Zwayer,/en/matches/58b1d0c1/Paris-Saint-Germain-Maccabi-Haifa-October-25-2022-Champions-League,,58b1d0c1
Group stage,5,Tue,2022-10-25,21:00,RB Leipzig,2.2,3–2,2.1,Real Madrid,45228,Red Bull Arena,Daniele Orsato,/en/matches/bb96bfe0/RB-Leipzig-Real-Madrid-October-25-2022-Champions-League,,bb96bfe0
Group stage,5,Tue,2022-10-25,18:45,RB Salzburg,1.6,1–2,1.5,Chelsea,29520,Red Bull Arena,Sandro Schärer,/en/matches/e8dbb123/Red-Bull-Salzburg-Chelsea-October-25-2022-Champions-League,,e8dbb123
Group stage,5,Tue,2022-10-25,18:45,Sevilla,1.0,3–0,1.1,FC Copenhagen,29884,Estadio Ramón Sánchez Pizjuán,Benoît Bastien,/en/matches/d471b635/Sevilla-FC-Copenhagen-October-25-2022-Champions-League,,d471b635
Group stage,5,Wed,2022-10-26,21:00,Ajax,1.2,0–3,1.6,Liverpool,53327,Johan Cruyff ArenA,José Sánchez,/en/matches/d88e832b/Ajax-Liverpool-October-26-2022-Champions-League,,d88e832b
Group stage,5,Wed,2022-10-26,21:00,Atlético Madrid,2.6,2–2,1.5,Leverkusen,63803,Estadio Cívitas Metropolitano,Clément Turpin,/en/matches/b9b38e7f/Atletico-Madrid-Bayer-Leverkusen-October-26-2022-Champions-League,,b9b38e7f
Group stage,5,Wed,2022-10-26,21:00,Barcelona,0.7,0–3,2.1,Bayern Munich,84016,Camp Nou,Anthony Taylor,/en/matches/ced16d03/Barcelona-Bayern-Munich-October-26-2022-Champions-League,,ced16d03
Group stage,5,Wed,2022-10-26,18:45,Club Brugge,1.4,0–4,3.2,Porto,26144,Jan Breydelstadion,Michael Oliver,/en/matches/5375dfbc/Club-Brugge-Porto-October-26-2022-Champions-League,,5375dfbc
Group stage,5,Wed,2022-10-26,21:00,Eint Frankfurt,1.1,2–1,0.7,Marseille,48700,Deutsche Bank Park,Jesús Gil,/en/matches/39438edf/Eintracht-Frankfurt-Marseille-October-26-2022-Champions-League,,39438edf
Group stage,5,Wed,2022-10-26,18:45,Inter,3.2,4–0,0.1,Viktoria Plzeň,71849,Stadio Giuseppe Meazza,Andreas Ekberg,/en/matches/c7ab1ac7/Internazionale-Viktoria-Plzen-October-26-2022-Champions-League,,c7ab1ac7
Group stage,5,Wed,2022-10-26,21:00,Napoli,1.8,3–0,0.7,Rangers,39835,Stadio Diego Armando Maradona,Halil Umut Meler,/en/matches/f238934f/Napoli-Rangers-October-26-2022-Champions-League,,f238934f
Group stage,5,Wed,2022-10-26,20:00,Tottenham,1.7,1–1,0.8,Sporting CP,59588,Tottenham Hotspur Stadium,Danny Makkelie,/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,,d72e39b0
Group stage,6,Tue,2022-11-01,21:00,Bayern Munich,1.5,2–0,0.7,Inter,75000,Allianz Arena,Ivan Kružliak,/en/matches/6af79648/Bayern-Munich-Internazionale-November-1-2022-Champions-League,,6af79648
Group stage,6,Tue,2022-11-01,18:45,Leverkusen,1.1,0–0,0.5,Club Brugge,30210,BayArena,Maurizio Mariani,/en/matches/454eef7d/Bayer-Leverkusen-Club-Brugge-November-1-2022-Champions-League,,454eef7d
Group stage,6,Tue,2022-11-01,20:00,Liverpool,2.4,2–0,0.4,Napoli,52077,Anfield,Tobias Stieler,/en/matches/91efb39a/Liverpool-Napoli-November-1-2022-Champions-League,,91efb39a
Group stage,6,Tue,2022-11-01,21:00,Marseille,1.4,1–2,0.6,Tottenham,50768,Orange Vélodrome,Szymon Marciniak,/en/matches/02a888e6/Marseille-Tottenham-Hotspur-November-1-2022-Champions-League,,02a888e6
Group stage,6,Tue,2022-11-01,17:45,Porto,2.7,2–1,0.8,Atlético Madrid,47546,Estádio Do Dragão,Daniele Orsato,/en/matches/cddf7419/Porto-Atletico-Madrid-November-1-2022-Champions-League,,cddf7419
Group stage,6,Tue,2022-11-01,20:00,Rangers,1.8,1–3,1.8,Ajax,48817,Ibrox Stadium,Glenn Nyberg,/en/matches/9a8c46ee/Rangers-Ajax-November-1-2022-Champions-League,,9a8c46ee
Group stage,6,Tue,2022-11-01,20:00,Sporting CP,0.5,1–2,1.2,Eint Frankfurt,41744,Estádio José Alvalade,Slavko Vinčič,/en/matches/a6022c5e/Sporting-CP-Eintracht-Frankfurt-November-1-2022-Champions-League,,a6022c5e
Group stage,6,Tue,2022-11-01,21:00,Viktoria Plzeň,2.6,2–4,2.3,Barcelona,11258,Doosan Arena,Radu Petrescu,/en/matches/7011379b/Viktoria-Plzen-Barcelona-November-1-2022-Champions-League,,7011379b
Group stage,6,Wed,2022-11-02,20:00,Chelsea,2.7,2–1,0.9,Dinamo Zagreb,39392,Stamford Bridge,François Letexier,/en/matches/eb2990f8/Chelsea-Dinamo-Zagreb-November-2-2022-Champions-League,,eb2990f8
Group stage,6,Wed,2022-11-02,21:00,FC Copenhagen,1.8,1–1,1.2,Dortmund,31900,Parken,Əliyar Ağayev,/en/matches/0ad599c2/FC-Copenhagen-Dortmund-November-2-2022-Champions-League,,0ad599c2
Group stage,6,Wed,2022-11-02,21:00,Juventus,1.6,1–2,0.5,Paris S-G,41089,Allianz Stadium,Carlos del Cerro,/en/matches/f227c18b/Juventus-Paris-Saint-Germain-November-2-2022-Champions-League,,f227c18b
Group stage,6,Wed,2022-11-02,22:00,Maccabi Haifa,1.6,1–6,1.5,Benfica,30464,Sammy Ofer Stadium,Anthony Taylor,/en/matches/55937822/Maccabi-Haifa-Benfica-November-2-2022-Champions-League,,55937822
Group stage,6,Wed,2022-11-02,20:00,Manchester City,2.0,3–1,0.4,Sevilla,51610,Etihad Stadium,Orel Grinfeeld,/en/matches/9fa4922b/Manchester-City-Sevilla-November-2-2022-Champions-League,,9fa4922b
Group stage,6,Wed,2022-11-02,21:00,Milan,1.8,4–0,1.6,RB Salzburg,74292,Stadio Giuseppe Meazza,Antonio Matéu,/en/matches/f74adaef/Milan-Red-Bull-Salzburg-November-2-2022-Champions-League,,f74adaef
Group stage,6,Wed,2022-11-02,18:45,Real Madrid,3.8,5–1,2.1,Celtic,52511,Estadio Santiago Bernabéu,Stéphanie Frappart,/en/matches/30fc6439/Real-Madrid-Celtic-November-2-2022-Champions-League,,30fc6439
Group stage,6,Wed,2022-11-02,19:45,Shakhtar,0.2,0–4,2.2,RB Leipzig,26045,Stadion Miejski Legii Warszawa im. Marsz...,Michael Oliver,/en/matches/86a37c45/Shakhtar-Donetsk-RB-Leipzig-November-2-2022-Champions-League,,86a37c45
Round of 16,,Tue,2023-02-14,21:00,Milan,1.7,1–0,0.4,Tottenham,74320,Stadio Giuseppe Meazza,Sandro Schärer,/en/matches/85836007/Milan-Tottenham-Hotspur-February-14-2023-Champions-League,Leg 1 of 2,85836007
Round of 16,,Tue,2023-02-14,21:00,Paris S-G,0.8,0–1,1.4,Bayern Munich,46435,Parc des Princes,Michael Oliver,/en/matches/7e86d4cc/Paris-Saint-Germain-Bayern-Munich-February-14-2023-Champions-League,Leg 1 of 2,7e86d4cc
Round of 16,,Wed,2023-02-15,21:00,Club Brugge,0.2,0–2,2.9,Benfica,24136,Jan Breydelstadion,Davide Massa,/en/matches/e9a8a801/Club-Brugge-Benfica-February-15-2023-Champions-League,Leg 1 of 2,e9a8a801
Round of 16,,Wed,2023-02-15,21:00,Dortmund,1.5,1–0,2.1,Chelsea,81365,Signal Iduna Park,Jesús Gil,/en/matches/c9372f54/Dortmund-Chelsea-February-15-2023-Champions-League,Leg 1 of 2,c9372f54
Round of 16,,Tue,2023-02-21,21:00,Eint Frankfurt,0.4,0–2,2.8,Napoli,47500,Deutsche Bank Park,Artur Dias,/en/matches/76341b09/Eintracht-Frankfurt-Napoli-February-21-2023-Champions-League,Leg 1 of 2,76341b09
Round of 16,,Tue,2023-02-21,20:00,Liverpool,1.8,2–5,1.6,Real Madrid,52337,Anfield,István Kovács,/en/matches/f01e8736/Liverpool-Real-Madrid-February-21-2023-Champions-League,Leg 1 of 2,f01e8736
Round of 16,,Wed,2023-02-22,21:00,Inter,1.5,1–0,1.6,Porto,75374,Stadio Giuseppe Meazza,Srđan Jovanović,/en/matches/e34365de/Internazionale-Porto-February-22-2023-Champions-League,Leg 1 of 2,e34365de
Round of 16,,Wed,2023-02-22,21:00,RB Leipzig,0.8,1–1,1.2,Manchester City,45228,Red Bull Arena,Serdar Gözübüyük,/en/matches/afe4ecd7/RB-Leipzig-Manchester-City-February-22-2023-Champions-League,Leg 1 of 2,afe4ecd7
Round of 16,,Tue,2023-03-07,20:00,Benfica,3.3,5–1,0.9,Club Brugge,60960,Estádio do Sport Lisboa e Benfica,Halil Umut Meler,/en/matches/e09ec959/Benfica-Club-Brugge-March-7-2023-Champions-League,Leg 2 of 2; Benfica won,e09ec959
Round of 16,,Tue,2023-03-07,20:00,Chelsea,2.0,2–0,0.8,Dortmund,38882,Stamford Bridge,Danny Makkelie,/en/matches/5f7f5b34/Chelsea-Dortmund-March-7-2023-Champions-League,Leg 2 of 2; Chelsea won,5f7f5b34
Round of 16,,Wed,2023-03-08,21:00,Bayern Munich,1.7,2–0,1.1,Paris S-G,75000,Allianz Arena,Daniele Orsato,/en/matches/14b573e0/Bayern-Munich-Paris-Saint-Germain-March-8-2023-Champions-League,Leg 2 of 2; Bayern Munich won,14b573e0
Round of 16,,Wed,2023-03-08,20:00,Tottenham,0.5,0–0,1.4,Milan,61602,Tottenham Hotspur Stadium,Clément Turpin,/en/matches/ee8accc3/Tottenham-Hotspur-Milan-March-8-2023-Champions-League,Leg 2 of 2; Milan won,ee8accc3
Round of 16,,Tue,2023-03-14,20:00,Manchester City,4.2,7–0,0.6,RB Leipzig,52038,Etihad Stadium,Slavko Vinčič,/en/matches/808a6511/Manchester-City-RB-Leipzig-March-14-2023-Champions-League,Leg 2 of 2; Manchester City won,808a6511
Round of 16,,Tue,2023-03-14,20:00,Porto,1.7,0–0,0.5,Inter,48015,Estádio Do Dragão,Szymon Marciniak,/en/matches/7bd6535d/Porto-Internazionale-March-14-2023-Champions-League,Leg 2 of 2; Inter won,7bd6535d
Round of 16,,Wed,2023-03-15,21:00,Napoli,2.7,3–0,1.1,Eint Frankfurt,49082,Stadio Diego Armando Maradona,Anthony Taylor,/en/matches/4c1e52e5/Napoli-Eintracht-Frankfurt-March-15-2023-Champions-League,Leg 2 of 2; Napoli won,4c1e52e5
Round of 16,,Wed,2023-03-15,21:00,Real Madrid,2.2,1–0,0.6,Liverpool,63127,Estadio Santiago Bernabéu,Felix Zwayer,/en/matches/a03780a0/Real-Madrid-Liverpool-March-15-2023-Champions-League,Leg 2 of 2; Real Madrid won,a03780a0
Quarter-finals,,Tue,2023-04-11,20:00,Benfica,1.6,0–2,1.4,Inter,62594,Estádio da Luz (1954),Michael Oliver,/en/matches/7d3073ce/Benfica-Internazionale-April-11-2023-Champions-League,Leg 1 of 2,7d3073ce
Quarter-finals,,Tue,2023-04-11,20:00,Manchester City,1.8,3–0,0.9,Bayern Munich,52257,Etihad Stadium,Jesús Gil,/en/matches/9b5a5b22/Manchester-City-Bayern-Munich-April-11-2023-Champions-League,Leg 1 of 2,9b5a5b22
