players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
20,27.2,6,540,90,100,6.0,66,81,39,27,23,40,1.33,6,11,-5,-0.83,6.1,7.5,-1.4,-0.23,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
25,26.1,10,930,93,100,10.3,110,86,74,36,22,69,2.6,28,13,15,1.45,24.6,6.9,17.7,1.71,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
24,26.3,6,540,90,100,6.0,66,80,41,23,25,40,0.67,12,15,-3,-0.5,10.5,11.4,-0.9,-0.15,/en/squads/19538871/2023-2024/Manchester-United-Stats
23,26.4,6,540,90,100,6.0,66,83,42,24,18,35,1.33,5,8,-3,-0.5,9.6,7.7,1.9,0.32,/en/squads/dc56fe14/2023-2024/Milan-Stats
23,27.1,8,720,90,100,8.0,88,82,51,37,18,52,1.38,12,13,-1,-0.12,10.5,11.6,-1.1,-0.13,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
23,27.6,6,540,90,100,6.0,66,83,49,18,25,35,0.83,6,7,-1,-0.17,5.9,12.3,-6.4,-1.07,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
22,25.6,8,720,90,100,8.0,88,84,56,32,15,48,1.25,9,13,-4,-0.5,11.0,11.0,0.0,0.0,/en/squads/e334d850/2023-2024/PSV-Eindhoven-Stats
21,24.5,12,1080,90,100,12.0,132,84,91,41,19,79,1.42,19,15,4,0.33,24.3,13.3,11.0,0.91,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
25,26.4,8,750,94,100,8.3,88,88,50,38,14,56,1.88,16,9,7,0.84,11.4,7.7,3.7,0.44,/en/squads/5e876ee6/2023-2024/Porto-Stats
23,25.6,8,720,90,100,8.0,88,84,52,36,15,37,1.63,14,12,2,0.25,12.2,10.7,1.5,0.19,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
23,22.3,6,540,90,100,6.0,66,81,38,28,22,37,0.67,4,8,-4,-0.67,7.4,11.4,-3.9,-0.66,/en/squads/50f2a074/2023-2024/Red-Bull-Salzburg-Stats
23,27.2,13,1200,92,100,13.3,143,87,94,49,16,84,2.38,28,15,13,0.97,25.1,17.5,7.6,0.57,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
26,25.9,8,720,90,100,8.0,88,82,50,38,18,57,1.5,8,6,2,0.25,10.3,6.4,3.9,0.49,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
22,26.6,6,540,90,100,6.0,66,80,37,29,24,42,0.17,7,15,-8,-1.33,8.7,14.8,-6.1,-1.02,/en/squads/099c6eb5/2023-2024/Red-Star-Stats
24,29.8,6,540,90,100,6.0,66,83,42,24,19,43,0.33,7,12,-5,-0.83,5.9,10.8,-4.9,-0.81,/en/squads/ad2be733/2023-2024/Sevilla-Stats
21,24.9,6,540,90,100,6.0,66,86,47,19,15,53,1.5,10,12,-2,-0.33,7.4,10.9,-3.5,-0.58,/en/squads/e89d5a28/2023-2024/Shakhtar-Donetsk-Stats
21,28.5,6,540,90,100,6.0,66,83,38,28,17,29,0.33,6,10,-4,-0.67,5.6,11.5,-5.9,-0.98,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
23,25.7,6,540,90,100,6.0,66,82,39,26,19,45,0.67,7,13,-6,-1.0,6.4,15.3,-8.9,-1.48,/en/squads/4b682260/2023-2024/Young-Boys-Stats
