round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
Group stage,1,Tue,2023-09-19,21:00,Barcelona,2.8,5–0,0.3,Antwerp,40989,Estadi Olímpic Lluís Companys,Radu Petrescu,/en/matches/c9d2ec0f/Barcelona-Antwerp-September-19-2023-Champions-League,,c9d2ec0f
Group stage,1,Tue,2023-09-19,21:00,Feyenoord,1.6,2–0,0.3,Celtic,44008,Stadion Feijenoord,Irfan Peljto,/en/matches/92fc6a26/Feyenoord-Celtic-September-19-2023-Champions-League,,92fc6a26
Group stage,1,Tue,2023-09-19,21:00,Lazio,1.2,1–1,0.9,Atlético Madrid,46168,Stadio Olimpico,Slavko Vinčič,/en/matches/3488c6c3/Lazio-Atletico-Madrid-September-19-2023-Champions-League,,3488c6c3
Group stage,1,Tue,2023-09-19,20:00,Manchester City,4.1,3–1,0.8,Red Star,50204,Etihad Stadium,João Pinheiro,/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,,3d87750d
Group stage,1,Tue,2023-09-19,18:45,Milan,1.9,0–0,0.3,Newcastle Utd,65695,Stadio Giuseppe Meazza,José Sánchez,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,,19789895
Group stage,1,Tue,2023-09-19,21:00,Paris S-G,2.4,2–0,0.7,Dortmund,47379,Parc des Princes,Jesús Gil,/en/matches/0c9b1473/Paris-Saint-Germain-Dortmund-September-19-2023-Champions-League,,0c9b1473
Group stage,1,Tue,2023-09-19,22:00,Shakhtar,0.5,1–3,1.8,Porto,46729,Volksparkstadion,Davide Massa,/en/matches/13992d54/Shakhtar-Donetsk-Porto-September-19-2023-Champions-League,,13992d54
Group stage,1,Tue,2023-09-19,18:45,Young Boys,0.5,1–3,2.6,RB Leipzig,31500,Stadion Wankdorf,Enea Jorgji,/en/matches/d916f357/Young-Boys-RB-Leipzig-September-19-2023-Champions-League,,d916f357
Group stage,1,Wed,2023-09-20,20:00,Arsenal,2.3,4–0,0.5,PSV Eindhoven,58860,Emirates Stadium,Felix Zwayer,/en/matches/9928de4e/Arsenal-PSV-Eindhoven-September-20-2023-Champions-League,,9928de4e
Group stage,1,Wed,2023-09-20,21:00,Bayern Munich,2.2,4–3,1.7,Manchester Utd,75000,Trainingsgelände Allianz Arena,Glenn Nyberg,/en/matches/8c29e4f7/Bayern-Munich-Manchester-United-September-20-2023-Champions-League,,8c29e4f7
Group stage,1,Wed,2023-09-20,20:00,Benfica,1.5,0–2,3.3,RB Salzburg,60917,Estádio do Sport Lisboa e Benfica,Halil Umut Meler,/en/matches/e2058a42/Benfica-Red-Bull-Salzburg-September-20-2023-Champions-League,,e2058a42
Group stage,1,Wed,2023-09-20,20:00,Braga,1.4,1–2,1.7,Napoli,18422,Estádio Municipal de Braga,Serdar Gözübüyük,/en/matches/8d09f839/Braga-Napoli-September-20-2023-Champions-League,,8d09f839
Group stage,1,Wed,2023-09-20,19:45,Galatasaray,1.1,2–2,0.6,FC Copenhagen,46911,RAMS Park,Georgi Kabakov,/en/matches/986eb717/Galatasaray-FC-Copenhagen-September-20-2023-Champions-League,,986eb717
Group stage,1,Wed,2023-09-20,18:45,Real Madrid,3.7,1–0,0.2,Union Berlin,65207,Estadio Santiago Bernabéu,Espen Eskås,/en/matches/17349d13/Real-Madrid-Union-Berlin-September-20-2023-Champions-League,,17349d13
Group stage,1,Wed,2023-09-20,21:00,Real Sociedad,1.3,1–1,0.5,Inter,36591,Reale Arena,Michael Oliver,/en/matches/fe7df7b9/Real-Sociedad-Internazionale-September-20-2023-Champions-League,,fe7df7b9
Group stage,1,Wed,2023-09-20,21:00,Sevilla,0.8,1–1,1.3,Lens,33544,Estadio Ramón Sánchez Pizjuán,Tobias Stieler,/en/matches/1f8a2096/Sevilla-Lens-September-20-2023-Champions-League,,1f8a2096
Group stage,2,Tue,2023-10-03,21:00,FC Copenhagen,0.9,1–2,0.9,Bayern Munich,35690,Parken,Orel Grinfeeld,/en/matches/63e312b5/FC-Copenhagen-Bayern-Munich-October-3-2023-Champions-League,,63e312b5
Group stage,2,Tue,2023-10-03,21:00,Inter,3.8,1–0,0.3,Benfica,66573,Stadio Giuseppe Meazza,Danny Makkelie,/en/matches/55ea129d/Internazionale-Benfica-October-3-2023-Champions-League,,55ea129d
Group stage,2,Tue,2023-10-03,21:00,Lens,0.7,2–1,1.5,Arsenal,37040,Stade Bollaert-Delelis,Marco Guida,/en/matches/dba6efee/Lens-Arsenal-October-3-2023-Champions-League,,dba6efee
Group stage,2,Tue,2023-10-03,20:00,Manchester Utd,2.3,2–3,2.6,Galatasaray,73204,Old Trafford,Ivan Kružliak,/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,,1ad7d8f7
Group stage,2,Tue,2023-10-03,21:00,Napoli,1.9,2–3,1.4,Real Madrid,51649,Stadio Diego Armando Maradona,Clément Turpin,/en/matches/a679c3f7/Napoli-Real-Madrid-October-3-2023-Champions-League,,a679c3f7
Group stage,2,Tue,2023-10-03,21:00,PSV Eindhoven,2.6,2–2,1.3,Sevilla,34206,Philips Stadion,Daniele Orsato,/en/matches/29206b1b/PSV-Eindhoven-Sevilla-October-3-2023-Champions-League,,29206b1b
Group stage,2,Tue,2023-10-03,18:45,RB Salzburg,0.6,0–2,1.2,Real Sociedad,28227,Red Bull Arena,Bartosz Frankowski,/en/matches/38ed7a9b/Red-Bull-Salzburg-Real-Sociedad-October-3-2023-Champions-League,,38ed7a9b
Group stage,2,Tue,2023-10-03,18:45,Union Berlin,2.0,2–3,1.2,Braga,73445,Olympiastadion Berlin,Srđan Jovanović,/en/matches/b30ab716/Union-Berlin-Braga-October-3-2023-Champions-League,,b30ab716
Group stage,2,Wed,2023-10-04,18:45,Antwerp,1.8,2–3,2.3,Shakhtar,13509,Bosuilstadion,Rade Obrenović,/en/matches/89850a68/Antwerp-Shakhtar-Donetsk-October-4-2023-Champions-League,,89850a68
Group stage,2,Wed,2023-10-04,18:45,Atlético Madrid,0.8,3–2,2.4,Feyenoord,61742,Estadio Cívitas Metropolitano,François Letexier,/en/matches/6cd2f188/Atletico-Madrid-Feyenoord-October-4-2023-Champions-League,,6cd2f188
Group stage,2,Wed,2023-10-04,20:00,Celtic,1.1,1–2,0.7,Lazio,56063,Celtic Park,Donatas Rumšas,/en/matches/cd495141/Celtic-Lazio-October-4-2023-Champions-League,,cd495141
