round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
Group stage,3,Tue,2017-10-17,21:45,Spartak Moscow,1.7,5–1,1.3,Sevilla,44307,Otkrytie Arena,Gianluca Rocchi,/en/matches/7e9678c0/Spartak-Moscow-Sevilla-October-17-2017-Champions-League,,7e9678c0
Group stage,3,Wed,2017-10-18,20:45,Anderlecht,1.2,0–4,3.3,Paris S-G,19108,Stade Constant Vanden Stock,Pavel Královec,/en/matches/47249c92/Anderlecht-Paris-Saint-Germain-October-18-2017-Champions-League,,47249c92
Group stage,3,Wed,2017-10-18,20:45,Barcelona,3.5,3–1,0.2,Olympiacos,55026,Camp Nou,William Collum,/en/matches/395e54ba/Barcelona-Olympiacos-October-18-2017-Champions-League,,395e54ba
Group stage,3,Wed,2017-10-18,20:45,Bayern Munich,3.2,3–0,0.6,Celtic,70000,Allianz Arena,Sergey Karasev,/en/matches/aae24353/Bayern-Munich-Celtic-October-18-2017-Champions-League,,aae24353
Group stage,3,Wed,2017-10-18,19:45,Benfica,0.5,0–1,0.6,Manchester Utd,57684,Estádio do Sport Lisboa e Benfica,Felix Zwayer,/en/matches/18d65101/Benfica-Manchester-United-October-18-2017-Champions-League,,18d65101
Group stage,3,Wed,2017-10-18,21:45,CSKA Moscow,0.4,0–2,1.4,Basel,27996,VEB Arena,Björn Kuipers,/en/matches/5222ac12/CSKA-Moscow-Basel-October-18-2017-Champions-League,,5222ac12
Group stage,3,Wed,2017-10-18,19:45,Chelsea,1.6,3–3,1.6,Roma,41105,Stamford Bridge,Damir Skomina,/en/matches/d2152a99/Chelsea-Roma-October-18-2017-Champions-League,,d2152a99
Group stage,3,Wed,2017-10-18,20:45,Juventus,1.5,2–1,0.5,Sporting CP,36288,Allianz Stadium,Michael Oliver,/en/matches/ba457cfb/Juventus-Sporting-CP-October-18-2017-Champions-League,,ba457cfb
Group stage,3,Wed,2017-10-18,20:00,Qarabağ,0.4,0–0,1.9,Atlético Madrid,47923,Bakı Olimpiya Stadionu,Ruddy Buquet,/en/matches/0787409b/Qarabag-Atletico-Madrid-October-18-2017-Champions-League,,0787409b
Group stage,4,Tue,2017-10-31,20:45,Atlético Madrid,3.2,1–1,0.2,Qarabağ,55893,Estadio Wanda Metropolitano,Deniz Aytekin,/en/matches/0e2c3dc9/Atletico-Madrid-Qarabag-October-31-2017-Champions-League,,0e2c3dc9
Group stage,4,Tue,2017-10-31,20:45,Basel,1.2,1–2,1.3,CSKA Moscow,33303,St. Jakob-Park,Milorad Mažić,/en/matches/924e877d/Basel-CSKA-Moscow-October-31-2017-Champions-League,,924e877d
Group stage,4,Tue,2017-10-31,19:45,Celtic,1.4,1–2,0.7,Bayern Munich,58269,Celtic Park,Danny Makkelie,/en/matches/2eb85b86/Celtic-Bayern-Munich-October-31-2017-Champions-League,,2eb85b86
Group stage,4,Tue,2017-10-31,19:45,Manchester Utd,2.7,2–0,0.9,Benfica,74437,Old Trafford,Gediminas Mažeika,/en/matches/c810fb4b/Manchester-United-Benfica-October-31-2017-Champions-League,,c810fb4b
Group stage,4,Tue,2017-10-31,21:45,Olympiacos,0.3,0–0,1.8,Barcelona,31600,Stadio Georgios Karaiskáki,Anthony Taylor,/en/matches/64b8250b/Olympiacos-Barcelona-October-31-2017-Champions-League,,64b8250b
Group stage,4,Tue,2017-10-31,20:45,Paris S-G,2.6,5–0,0.2,Anderlecht,46403,Parc des Princes,David Fernández,/en/matches/0cb548c7/Paris-Saint-Germain-Anderlecht-October-31-2017-Champions-League,,0cb548c7
Group stage,4,Tue,2017-10-31,20:45,Roma,1.5,3–0,1.3,Chelsea,55036,Stadio Olimpico,Jonas Eriksson,/en/matches/2cb50eb1/Roma-Chelsea-October-31-2017-Champions-League,,2cb50eb1
Group stage,4,Tue,2017-10-31,19:45,Sporting CP,0.5,1–1,2.0,Juventus,48442,Estádio José Alvalade,Clément Turpin,/en/matches/a6b23984/Sporting-CP-Juventus-October-31-2017-Champions-League,,a6b23984
Group stage,4,Wed,2017-11-01,20:00,Beşiktaş,1.3,1–1,1.0,Monaco,39346,Vodafone Arena,Paolo Tagliavento,/en/matches/d1c24fd4/Besiktas-Monaco-November-1-2017-Champions-League,,d1c24fd4
Group stage,4,Wed,2017-11-01,20:45,Dortmund,2.8,1–1,0.6,APOEL FC,64500,Fußballpark BVB Hohenbuschei,Matej Jug,/en/matches/35b4cf49/Dortmund-APOEL-FC-November-1-2017-Champions-League,,35b4cf49
Group stage,4,Wed,2017-11-01,19:45,Liverpool,2.7,3–0,0.3,NK Maribor,47957,Anfield,Ivan Kružliak,/en/matches/4fb0cded/Liverpool-NK-Maribor-November-1-2017-Champions-League,,4fb0cded
Group stage,4,Wed,2017-11-01,20:45,Napoli,2.1,2–4,1.4,Manchester City,44483,Stadio San Paolo,Felix Brych,/en/matches/cdd83951/Napoli-Manchester-City-November-1-2017-Champions-League,,cdd83951
Group stage,4,Wed,2017-11-01,19:45,Porto,1.8,3–1,0.6,RB Leipzig,41616,Estádio Do Dragão,Ovidiu Hațegan,/en/matches/224f1452/Porto-RB-Leipzig-November-1-2017-Champions-League,,224f1452
Group stage,4,Wed,2017-11-01,20:45,Sevilla,0.9,2–1,1.2,Spartak Moscow,38002,Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,/en/matches/31775054/Sevilla-Spartak-Moscow-November-1-2017-Champions-League,,31775054
Group stage,4,Wed,2017-11-01,21:45,Shakhtar,2.6,3–1,1.0,Feyenoord,24570,Oblasny SportKomplex Metalist,Tasos Sidiropoulos,/en/matches/aeb0dd2c/Shakhtar-Donetsk-Feyenoord-November-1-2017-Champions-League,,aeb0dd2c
Group stage,4,Wed,2017-11-01,19:45,Tottenham,2.3,3–1,2.2,Real Madrid,83782,Wembley Stadium,Cüneyt Çakιr,/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,,21830d60
Group stage,5,Tue,2017-11-21,21:45,APOEL FC,0.5,0–6,3.7,Real Madrid,19705,Neo GSP,Artur Soares Dias,/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,,6da6de2c
Group stage,5,Tue,2017-11-21,20:00,Beşiktaş,0.7,1–1,0.7,Porto,36919,Vodafone Arena,Antonio Matéu Lahoz,/en/matches/93dc4350/Besiktas-Porto-November-21-2017-Champions-League,,93dc4350
Group stage,5,Tue,2017-11-21,20:45,Dortmund,1.1,1–2,1.1,Tottenham,65849,Signal Iduna Park,Clément Turpin,/en/matches/9e4e2580/Dortmund-Tottenham-Hotspur-November-21-2017-Champions-League,,9e4e2580
Group stage,5,Tue,2017-11-21,19:45,Manchester City,1.3,1–0,0.3,Feyenoord,43548,Etihad Stadium,Ivan Kružliak,/en/matches/7b0e879a/Manchester-City-Feyenoord-November-21-2017-Champions-League,,7b0e879a
Group stage,5,Tue,2017-11-21,20:45,Monaco,0.8,1–4,1.5,RB Leipzig,9029,Stade Louis II,Alberto Undiano,/en/matches/f71119db/Monaco-RB-Leipzig-November-21-2017-Champions-League,,f71119db
Group stage,5,Tue,2017-11-21,20:45,Napoli,1.9,3–0,0.5,Shakhtar,10573,Stadio San Paolo,Damir Skomina,/en/matches/0b2ff06a/Napoli-Shakhtar-Donetsk-November-21-2017-Champions-League,,0b2ff06a
Group stage,5,Tue,2017-11-21,20:45,Sevilla,1.9,3–3,2.3,Liverpool,39495,Estadio Ramón Sánchez Pizjuán,Felix Brych,/en/matches/06b7ba00/Sevilla-Liverpool-November-21-2017-Champions-League,,06b7ba00
Group stage,5,Tue,2017-11-21,20:00,Spartak Moscow,1.4,1–1,1.2,NK Maribor,42920,Otkrytie Arena,William Collum,/en/matches/bdfd629a/Spartak-Moscow-NK-Maribor-November-21-2017-Champions-League,,bdfd629a
Group stage,5,Wed,2017-11-22,20:45,Anderlecht,1.8,1–2,2.2,Bayern Munich,19753,Stade Constant Vanden Stock,Anthony Taylor,/en/matches/8082f4d0/Anderlecht-Bayern-Munich-November-22-2017-Champions-League,,8082f4d0
Group stage,5,Wed,2017-11-22,20:45,Atlético Madrid,1.4,2–0,0.5,Roma,56253,Estadio Wanda Metropolitano,Björn Kuipers,/en/matches/f32e5d65/Atletico-Madrid-Roma-November-22-2017-Champions-League,,f32e5d65
Group stage,5,Wed,2017-11-22,20:45,Basel,1.1,1–0,1.5,Manchester Utd,36000,St. Jakob-Park,Daniele Orsato,/en/matches/509fe222/Basel-Manchester-United-November-22-2017-Champions-League,,509fe222
Group stage,5,Wed,2017-11-22,20:00,CSKA Moscow,1.0,2–0,1.0,Benfica,27709,VEB Arena,Deniz Aytekin,/en/matches/58d664dd/CSKA-Moscow-Benfica-November-22-2017-Champions-League,,58d664dd
Group stage,5,Wed,2017-11-22,20:45,Juventus,0.5,0–0,0.9,Barcelona,40876,Allianz Stadium,Milorad Mažić,/en/matches/01d41d2e/Juventus-Barcelona-November-22-2017-Champions-League,,01d41d2e
Group stage,5,Wed,2017-11-22,20:45,Paris S-G,2.8,7–1,0.3,Celtic,46288,Parc des Princes,Tasos Sidiropoulos,/en/matches/cc6cbd90/Paris-Saint-Germain-Celtic-November-22-2017-Champions-League,,cc6cbd90
Group stage,5,Wed,2017-11-22,21:00,Qarabağ,0.2,0–4,3.9,Chelsea,67100,Bakı Olimpiya Stadionu,Jorge de Sousa,/en/matches/c03452c3/Qarabag-Chelsea-November-22-2017-Champions-League,,c03452c3
Group stage,5,Wed,2017-11-22,19:45,Sporting CP,2.0,3–1,0.4,Olympiacos,42528,Estádio José Alvalade,Felix Zwayer,/en/matches/476e861f/Sporting-CP-Olympiacos-November-22-2017-Champions-League,,476e861f
Group stage,6,Tue,2017-12-05,20:45,Barcelona,1.2,2–0,1.0,Sporting CP,48336,Camp Nou,Craig Thomson,/en/matches/17adc8d4/Barcelona-Sporting-CP-December-5-2017-Champions-League,,17adc8d4
Group stage,6,Tue,2017-12-05,20:45,Bayern Munich,1.8,3–1,1.9,Paris S-G,70000,Allianz Arena,Cüneyt Çakιr,/en/matches/a85a1960/Bayern-Munich-Paris-Saint-Germain-December-5-2017-Champions-League,,a85a1960
Group stage,6,Tue,2017-12-05,19:45,Benfica,1.4,0–2,1.4,Basel,22470,Estádio do Sport Lisboa e Benfica,Jesús Gil,/en/matches/e4e1ffe5/Benfica-Basel-December-5-2017-Champions-League,,e4e1ffe5
Group stage,6,Tue,2017-12-05,19:45,Celtic,0.8,0–1,0.7,Anderlecht,57931,Celtic Park,Matej Jug,/en/matches/379b4447/Celtic-Anderlecht-December-5-2017-Champions-League,,379b4447
Group stage,6,Tue,2017-12-05,19:45,Chelsea,2.9,1–1,1.0,Atlético Madrid,40875,Stamford Bridge,Danny Makkelie,/en/matches/1998dd31/Chelsea-Atletico-Madrid-December-5-2017-Champions-League,,1998dd31
Group stage,6,Tue,2017-12-05,19:45,Manchester Utd,2.9,2–1,0.8,CSKA Moscow,74669,Old Trafford,Gianluca Rocchi,/en/matches/66d0083b/Manchester-United-CSKA-Moscow-December-5-2017-Champions-League,,66d0083b
Group stage,6,Tue,2017-12-05,21:45,Olympiacos,1.0,0–2,1.5,Juventus,29567,Stadio Georgios Karaiskáki,David Fernández,/en/matches/9d8cdd1c/Olympiacos-Juventus-December-5-2017-Champions-League,,9d8cdd1c
Group stage,6,Tue,2017-12-05,20:45,Roma,1.9,1–0,0.4,Qarabağ,34258,Stadio Olimpico,Tobias Stieler,/en/matches/650bd686/Roma-Qarabag-December-5-2017-Champions-League,,650bd686
Group stage,6,Wed,2017-12-06,20:45,Feyenoord,0.7,2–1,1.3,Napoli,36500,Stadion Feijenoord,Michael Oliver,/en/matches/6bc20ec5/Feyenoord-Napoli-December-6-2017-Champions-League,,6bc20ec5
Group stage,6,Wed,2017-12-06,19:45,Liverpool,4.2,7–0,0.6,Spartak Moscow,48779,Anfield,Szymon Marciniak,/en/matches/f29c456d/Liverpool-Spartak-Moscow-December-6-2017-Champions-League,,f29c456d
Group stage,6,Wed,2017-12-06,20:45,NK Maribor,0.8,1–1,1.7,Sevilla,11976,Ljudski vrt,Ovidiu Hațegan,/en/matches/6c13565f/NK-Maribor-Sevilla-December-6-2017-Champions-League,,6c13565f
Group stage,6,Wed,2017-12-06,19:45,Porto,1.9,5–2,1.7,Monaco,42509,Estádio Do Dragão,Jonas Eriksson,/en/matches/a061be65/Porto-Monaco-December-6-2017-Champions-League,,a061be65
Group stage,6,Wed,2017-12-06,20:45,RB Leipzig,3.0,1–2,1.8,Beşiktaş,42558,Red Bull Arena,Viktor Kassai,/en/matches/5b3b51d4/RB-Leipzig-Besiktas-December-6-2017-Champions-League,,5b3b51d4
Group stage,6,Wed,2017-12-06,20:45,Real Madrid,2.7,3–2,1.7,Dortmund,73323,Estadio Santiago Bernabéu,Pavel Královec,/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League,,d452d633
Group stage,6,Wed,2017-12-06,21:45,Shakhtar,1.7,2–1,1.7,Manchester City,33154,Oblasny SportKomplex Metalist,Benoît Bastien,/en/matches/78553112/Shakhtar-Donetsk-Manchester-City-December-6-2017-Champions-League,,78553112
Group stage,6,Wed,2017-12-06,19:45,Tottenham,2.3,3–0,0.6,APOEL FC,42679,Wembley Stadium,Slavko Vinčić,/en/matches/24867db8/Tottenham-Hotspur-APOEL-FC-December-6-2017-Champions-League,,24867db8
Round of 16,,Tue,2018-02-13,20:45,Basel,1.0,0–4,0.7,Manchester City,36000,St. Jakob-Park,Jonas Eriksson,/en/matches/8d69f9ef/Basel-Manchester-City-February-13-2018-Champions-League,Leg 1 of 2,8d69f9ef
Round of 16,,Tue,2018-02-13,20:45,Juventus,2.5,2–2,1.8,Tottenham,41232,Allianz Stadium,Felix Brych,/en/matches/defe3968/Juventus-Tottenham-Hotspur-February-13-2018-Champions-League,Leg 1 of 2,defe3968
Round of 16,,Wed,2018-02-14,19:45,Porto,0.5,0–5,2.6,Liverpool,47718,Estádio Do Dragão,Daniele Orsato,/en/matches/aa5247eb/Porto-Liverpool-February-14-2018-Champions-League,Leg 1 of 2,aa5247eb
Round of 16,,Wed,2018-02-14,20:45,Real Madrid,2.4,3–1,1.0,Paris S-G,78158,Estadio Ramón Sánchez Pizjuán,Gianluca Rocchi,/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League,Leg 1 of 2,9ec5ce7a
Round of 16,,Tue,2018-02-20,20:45,Bayern Munich,4.9,5–0,0.3,Beşiktaş,70000,Allianz Arena,Ovidiu Hațegan,/en/matches/43d0aecf/Bayern-Munich-Besiktas-February-20-2018-Champions-League,Leg 1 of 2,43d0aecf
Round of 16,,Tue,2018-02-20,19:45,Chelsea,0.5,1–1,0.6,Barcelona,37741,Stamford Bridge,Cüneyt Çakιr,/en/matches/e29357ad/Chelsea-Barcelona-February-20-2018-Champions-League,Leg 1 of 2,e29357ad
Round of 16,,Wed,2018-02-21,20:45,Sevilla,2.0,0–0,0.7,Manchester Utd,39725,Estadio Ramón Sánchez Pizjuán,Clément Turpin,/en/matches/d3970c11/Sevilla-Manchester-United-February-21-2018-Champions-League,Leg 1 of 2,d3970c11
Round of 16,,Wed,2018-02-21,21:45,Shakhtar,1.7,2–1,1.8,Roma,35124,Oblasny SportKomplex Metalist,William Collum,/en/matches/48f88082/Shakhtar-Donetsk-Roma-February-21-2018-Champions-League,Leg 1 of 2,48f88082
Round of 16,,Tue,2018-03-06,19:45,Liverpool,1.6,0–0,0.6,Porto,48768,Anfield,Felix Zwayer,/en/matches/a4c4c6cc/Liverpool-Porto-March-6-2018-Champions-League,Leg 2 of 2; Liverpool won,a4c4c6cc
Round of 16,,Tue,2018-03-06,20:45,Paris S-G,1.1,1–2,2.2,Real Madrid,46585,Parc des Princes,Felix Brych,/en/matches/9bdff23e/Paris-Saint-Germain-Real-Madrid-March-6-2018-Champions-League,Leg 2 of 2; Real Madrid won,9bdff23e
Round of 16,,Wed,2018-03-07,19:45,Manchester City,1.6,1–2,0.6,Basel,49411,Etihad Stadium,Pavel Královec,/en/matches/35540190/Manchester-City-Basel-March-7-2018-Champions-League,Leg 2 of 2; Manchester City won,35540190
Round of 16,,Wed,2018-03-07,19:45,Tottenham,1.7,1–2,1.5,Juventus,84010,Wembley Stadium,Szymon Marciniak,/en/matches/19a6e95f/Tottenham-Hotspur-Juventus-March-7-2018-Champions-League,Leg 2 of 2; Juventus won,19a6e95f
Round of 16,,Tue,2018-03-13,19:45,Manchester Utd,1.9,1–2,1.7,Sevilla,74909,Old Trafford,Danny Makkelie,/en/matches/c794989a/Manchester-United-Sevilla-March-13-2018-Champions-League,Leg 2 of 2; Sevilla won,c794989a
Round of 16,,Tue,2018-03-13,20:45,Roma,0.7,1–0,0.2,Shakhtar,47693,Stadio Olimpico,Alberto Undiano,/en/matches/7d227d55/Roma-Shakhtar-Donetsk-March-13-2018-Champions-League,Leg 2 of 2; Roma won,7d227d55
Round of 16,,Wed,2018-03-14,20:45,Barcelona,1.0,3–0,0.7,Chelsea,97183,Camp Nou,Damir Skomina,/en/matches/37029ff4/Barcelona-Chelsea-March-14-2018-Champions-League,Leg 2 of 2; Barcelona won,37029ff4
Round of 16,,Wed,2018-03-14,20:00,Beşiktaş,1.2,1–3,2.1,Bayern Munich,36885,Vodafone Arena,Michael Oliver,/en/matches/db080732/Besiktas-Bayern-Munich-March-14-2018-Champions-League,Leg 2 of 2; Bayern Munich won,db080732
Quarter-finals,,Tue,2018-04-03,20:45,Juventus,1.6,0–3,3.1,Real Madrid,40849,Allianz Stadium,Cüneyt Çakιr,/en/matches/4f057387/Juventus-Real-Madrid-April-3-2018-Champions-League,Leg 1 of 2,4f057387
Quarter-finals,,Tue,2018-04-03,20:45,Sevilla,0.9,1–2,1.4,Bayern Munich,40635,Estadio Ramón Sánchez Pizjuán,Daniele Orsato,/en/matches/0c836452/Sevilla-Bayern-Munich-April-3-2018-Champions-League,Leg 1 of 2,0c836452
Quarter-finals,,Wed,2018-04-04,20:45,Barcelona,1.9,4–1,1.7,Roma,90106,Camp Nou,Danny Makkelie,/en/matches/ed570f1a/Barcelona-Roma-April-4-2018-Champions-League,Leg 1 of 2,ed570f1a
Quarter-finals,,Wed,2018-04-04,19:45,Liverpool,1.6,3–0,0.6,Manchester City,50685,Anfield,Felix Brych,/en/matches/7f1b8f75/Liverpool-Manchester-City-April-4-2018-Champions-League,Leg 1 of 2,7f1b8f75
