players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
17,28.5,6,540,90,100,6,66,,,17,0,25,0.5,3,16,-13,-2.17,4.1,16.1,-12.0,-1.99,/en/squads/2aae7689/2017-2018/NK-Maribor-Stats
20,27.9,6,540,90,100,6,66,,,17,0,25,1.0,11,11,0,0.0,10.1,8.2,1.8,0.31,/en/squads/d48ad4ff/2017-2018/Napoli-Stats
22,26.9,6,540,90,100,6,66,,,18,0,24,0.17,4,13,-9,-1.5,3.4,13.8,-10.3,-1.72,/en/squads/2fdb4aef/2017-2018/Olympiacos-Stats
19,26.2,8,720,90,100,8,88,,,21,0,35,1.88,27,9,18,2.25,17.2,9.5,7.7,0.96,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats
25,26.6,8,720,90,100,8,88,,,23,0,33,1.38,15,15,0,0.0,10.9,11.2,-0.3,-0.04,/en/squads/5e876ee6/2017-2018/Porto-Stats
20,28.4,6,540,90,100,6,66,,,18,0,24,0.33,2,14,-12,-2.0,2.4,14.8,-12.4,-2.06,/en/squads/44b65410/2017-2018/Qarabag-Stats
19,23.9,6,540,90,100,6,66,,,17,0,25,1.17,10,11,-1,-0.17,9.6,7.7,2.0,0.33,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
23,27.8,13,1170,90,100,13,143,,,38,0,53,2.23,33,16,17,1.31,33.0,20.0,13.1,1.01,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
20,28.0,12,1080,90,100,12,132,,,33,0,51,1.67,21,19,2,0.17,19.1,18.2,0.9,0.07,/en/squads/cf74a709/2017-2018/Roma-Stats
22,27.2,10,900,90,100,10,110,,,28,0,42,1.4,15,15,0,0.0,16.1,13.9,2.2,0.22,/en/squads/ad2be733/2017-2018/Sevilla-Stats
20,27.6,8,720,90,100,8,88,,,20,0,36,1.88,11,11,0,0.0,9.9,13.7,-3.8,-0.48,/en/squads/e89d5a28/2017-2018/Shakhtar-Donetsk-Stats
20,27.9,6,540,90,100,6,66,,,17,0,25,1.0,9,13,-4,-0.67,6.8,11.4,-4.6,-0.77,/en/squads/8c635914/2017-2018/Spartak-Moscow-Stats
21,26.6,6,540,90,100,6,66,,,18,0,24,1.17,8,9,-1,-0.17,7.3,7.1,0.2,0.04,/en/squads/13dc44fd/2017-2018/Sporting-CP-Stats
26,25.6,8,720,90,100,8,88,,,21,0,35,2.13,18,8,10,1.25,13.1,12.6,0.5,0.06,/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats
