round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
Group stage,1,Wed,2020-10-21,21:00,Inter,2.8,2–2,1.4,Gladbach,1000,Stadio Giuseppe Meazza,Björn Kuipers,/en/matches/390bdb7f/Internazionale-Monchengladbach-October-21-2020-Champions-League,,390bdb7f
Group stage,1,Wed,2020-10-21,20:00,Manchester City,1.5,3–1,0.2,Porto,,Etihad Stadium,Andris Treimanis,/en/matches/27966ef3/Manchester-City-Porto-October-21-2020-Champions-League,,27966ef3
Group stage,1,Wed,2020-10-21,21:00,Midtjylland,0.8,0–4,2.5,Atalanta,132,MCH Arena,Artur Soares Dias,/en/matches/edfc813d/Midtjylland-Atalanta-October-21-2020-Champions-League,,edfc813d
Group stage,1,Wed,2020-10-21,22:00,Olympiacos,1.0,1–0,0.9,Marseille,,Stadio Georgios Karaiskáki,Daniele Orsato,/en/matches/b26a1794/Olympiacos-Marseille-October-21-2020-Champions-League,,b26a1794
Group stage,1,Wed,2020-10-21,18:55,RB Salzburg,1.1,2–2,0.8,Loko Moscow,3000,Red Bull Arena,Serdar Gözübüyük,/en/matches/ca1cf936/Red-Bull-Salzburg-Lokomotiv-Moscow-October-21-2020-Champions-League,,ca1cf936
Group stage,1,Wed,2020-10-21,18:55,Real Madrid,1.0,2–3,1.7,Shakhtar,,Estadio Alfredo Di Stéfano,Srđan Jovanović,/en/matches/c4002b86/Real-Madrid-Shakhtar-Donetsk-October-21-2020-Champions-League,,c4002b86
Group stage,2,Tue,2020-10-27,21:00,Atalanta,1.7,2–2,1.4,Ajax,,Stadio Atleti Azzurri d'Italia,Damir Skomina,/en/matches/3066bed8/Atalanta-Ajax-October-27-2020-Champions-League,,3066bed8
Group stage,2,Tue,2020-10-27,21:00,Atlético Madrid,2.5,3–2,1.1,RB Salzburg,,Estadio Wanda Metropolitano,Ovidiu Hațegan,/en/matches/4b16404f/Atletico-Madrid-Red-Bull-Salzburg-October-27-2020-Champions-League,,4b16404f
Group stage,2,Tue,2020-10-27,21:00,Gladbach,1.6,2–2,2.6,Real Madrid,,Stadion im Borussia-Park,Orel Grinfeeld,/en/matches/ec8218f7/Monchengladbach-Real-Madrid-October-27-2020-Champions-League,,ec8218f7
Group stage,2,Tue,2020-10-27,20:00,Liverpool,2.2,2–0,1.2,Midtjylland,,Anfield,Paweł Raczkowski,/en/matches/26a68a35/Liverpool-Midtjylland-October-27-2020-Champions-League,,26a68a35
Group stage,2,Tue,2020-10-27,20:55,Loko Moscow,1.5,1–2,3.2,Bayern Munich,8196,RZD Arena,István Kovács,/en/matches/cce99af9/Lokomotiv-Moscow-Bayern-Munich-October-27-2020-Champions-League,,cce99af9
Group stage,2,Tue,2020-10-27,21:00,Marseille,0.1,0–3,1.9,Manchester City,,Orange Vélodrome,Tobias Stieler,/en/matches/08a2f03b/Marseille-Manchester-City-October-27-2020-Champions-League,,08a2f03b
Group stage,2,Tue,2020-10-27,20:00,Porto,1.4,2–0,1.0,Olympiacos,2450,Estádio Do Dragão,Daniel Siebert,/en/matches/9e307c6b/Porto-Olympiacos-October-27-2020-Champions-League,,9e307c6b
Group stage,2,Tue,2020-10-27,19:55,Shakhtar,0.1,0–0,1.7,Inter,10178,Oblasny SportKomplex Metalist,Georgi Kabakov,/en/matches/ff6e6759/Shakhtar-Donetsk-Internazionale-October-27-2020-Champions-League,,ff6e6759
Group stage,2,Wed,2020-10-28,20:55,Başakşehir,0.9,0–2,2.4,Paris S-G,350,Başakşehir Fatih Terim Stadium,Andreas Ekberg,/en/matches/390ece49/Istanbul-Basaksehir-Paris-Saint-Germain-October-28-2020-Champions-League,,390ece49
Group stage,2,Wed,2020-10-28,21:00,Club Brugge,2.1,1–1,0.8,Lazio,,Jan Breydelstadion,Anthony Taylor,/en/matches/69210913/Club-Brugge-Lazio-October-28-2020-Champions-League,,69210913
Group stage,2,Wed,2020-10-28,21:00,Dortmund,1.7,2–0,0.2,Zenit,,Signal Iduna Park,Björn Kuipers,/en/matches/319313d4/Dortmund-Zenit-October-28-2020-Champions-League,,319313d4
Group stage,2,Wed,2020-10-28,21:00,Ferencváros,1.0,2–2,1.6,Dynamo Kyiv,6171,Groupama Arena,Ivan Kružliak,/en/matches/940402fc/Ferencvaros-Dynamo-Kyiv-October-28-2020-Champions-League,,940402fc
Group stage,2,Wed,2020-10-28,21:00,Juventus,0.4,0–2,2.3,Barcelona,,Allianz Stadium,Danny Makkelie,/en/matches/a857d537/Juventus-Barcelona-October-28-2020-Champions-League,,a857d537
Group stage,2,Wed,2020-10-28,20:55,Krasnodar,0.6,0–4,2.4,Chelsea,10544,Krasnodar Stadium,Ali Palabıyık,/en/matches/1ef61ea1/Krasnodar-Chelsea-October-28-2020-Champions-League,,1ef61ea1
Group stage,2,Wed,2020-10-28,20:00,Manchester Utd,3.2,5–0,0.5,RB Leipzig,577,Old Trafford,Matej Jug,/en/matches/057b1ad9/Manchester-United-RB-Leipzig-October-28-2020-Champions-League,,057b1ad9
Group stage,2,Wed,2020-10-28,21:00,Sevilla,2.6,1–0,0.1,Rennes,,Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,/en/matches/6cf12913/Sevilla-Rennes-October-28-2020-Champions-League,,6cf12913
Group stage,3,Tue,2020-11-03,21:00,Atalanta,1.2,0–5,2.5,Liverpool,,Stadio Atleti Azzurri d'Italia,Ovidiu Hațegan,/en/matches/687460ab/Atalanta-Liverpool-November-3-2020-Champions-League,,687460ab
Group stage,3,Tue,2020-11-03,20:55,Loko Moscow,0.9,1–1,1.0,Atlético Madrid,8147,RZD Arena,Benoît Bastien,/en/matches/69c2eb2c/Lokomotiv-Moscow-Atletico-Madrid-November-3-2020-Champions-League,,69c2eb2c
Group stage,3,Tue,2020-11-03,20:00,Manchester City,1.7,3–0,0.6,Olympiacos,,Etihad Stadium,Carlos del Cerro,/en/matches/427a63f0/Manchester-City-Olympiacos-November-3-2020-Champions-League,,427a63f0
Group stage,3,Tue,2020-11-03,21:00,Midtjylland,0.7,1–2,0.7,Ajax,132,MCH Arena,Bobby Madden,/en/matches/2c2adbba/Midtjylland-Ajax-November-3-2020-Champions-League,,2c2adbba
Group stage,3,Tue,2020-11-03,20:00,Porto,2.4,3–0,1.0,Marseille,,Estádio Do Dragão,Antonio Matéu Lahoz,/en/matches/26ff6517/Porto-Marseille-November-3-2020-Champions-League,,26ff6517
Group stage,3,Tue,2020-11-03,21:00,RB Salzburg,1.8,2–6,2.9,Bayern Munich,,Red Bull Arena,Danny Makkelie,/en/matches/26712054/Red-Bull-Salzburg-Bayern-Munich-November-3-2020-Champions-League,,26712054
Group stage,3,Tue,2020-11-03,21:00,Real Madrid,1.2,3–2,0.7,Inter,,Estadio Alfredo Di Stéfano,Clément Turpin,/en/matches/3d44b744/Real-Madrid-Internazionale-November-3-2020-Champions-League,,3d44b744
Group stage,3,Tue,2020-11-03,19:55,Shakhtar,0.4,0–6,2.3,Gladbach,,Oblasny SportKomplex Metalist,Serdar Gözübüyük,/en/matches/65c08816/Shakhtar-Donetsk-Monchengladbach-November-3-2020-Champions-League,,65c08816
Group stage,3,Wed,2020-11-04,21:00,Barcelona,3.5,2–1,2.7,Dynamo Kyiv,,Camp Nou,Michael Oliver,/en/matches/c47a0ff7/Barcelona-Dynamo-Kyiv-November-4-2020-Champions-League,,c47a0ff7
Group stage,3,Wed,2020-11-04,20:55,Başakşehir,1.0,2–1,0.7,Manchester Utd,350,Başakşehir Fatih Terim Stadium,Davide Massa,/en/matches/4efb3cb4/Istanbul-Basaksehir-Manchester-United-November-4-2020-Champions-League,,4efb3cb4
Group stage,3,Wed,2020-11-04,20:00,Chelsea,3.3,3–0,0.6,Rennes,,Stamford Bridge,Felix Zwayer,/en/matches/795e6e29/Chelsea-Rennes-November-4-2020-Champions-League,,795e6e29
Group stage,3,Wed,2020-11-04,21:00,Club Brugge,1.2,0–3,1.8,Dortmund,,Jan Breydelstadion,Damir Skomina,/en/matches/86929cd7/Club-Brugge-Dortmund-November-4-2020-Champions-League,,86929cd7
Group stage,3,Wed,2020-11-04,21:00,Ferencváros,1.5,1–4,2.7,Juventus,18531,Puskás Aréna,Orel Grinfeeld,/en/matches/af88574c/Ferencvaros-Juventus-November-4-2020-Champions-League,,af88574c
Group stage,3,Wed,2020-11-04,21:00,RB Leipzig,1.9,2–1,1.3,Paris S-G,,Red Bull Arena,Szymon Marciniak,/en/matches/f95dd138/RB-Leipzig-Paris-Saint-Germain-November-4-2020-Champions-League,,f95dd138
Group stage,3,Wed,2020-11-04,21:00,Sevilla,2.0,3–2,1.4,Krasnodar,,Estadio Ramón Sánchez Pizjuán,Felix Brych,/en/matches/341c4842/Sevilla-Krasnodar-November-4-2020-Champions-League,,341c4842
Group stage,3,Wed,2020-11-04,20:55,Zenit,1.2,1–1,0.7,Lazio,17427,Gazprom Arena,Artur Soares Dias,/en/matches/dd3a8496/Zenit-Lazio-November-4-2020-Champions-League,,dd3a8496
Group stage,4,Tue,2020-11-24,21:00,Dortmund,1.6,3–0,0.1,Club Brugge,,Signal Iduna Park,Ivan Kružliak,/en/matches/dc2f078c/Dortmund-Club-Brugge-November-24-2020-Champions-League,,dc2f078c
Group stage,4,Tue,2020-11-24,22:00,Dynamo Kyiv,0.3,0–4,3.0,Barcelona,,NSK Olimpijs'kyj,Matej Jug,/en/matches/d7f98ad7/Dynamo-Kyiv-Barcelona-November-24-2020-Champions-League,,d7f98ad7
Group stage,4,Tue,2020-11-24,21:00,Juventus,1.0,2–1,0.4,Ferencváros,,Allianz Stadium,Daniel Siebert,/en/matches/efe7cb46/Juventus-Ferencvaros-November-24-2020-Champions-League,,efe7cb46
Group stage,4,Tue,2020-11-24,20:55,Krasnodar,1.1,1–2,1.6,Sevilla,10554,Krasnodar Stadium,Marco Guida,/en/matches/2a27df16/Krasnodar-Sevilla-November-24-2020-Champions-League,,2a27df16
Group stage,4,Tue,2020-11-24,21:00,Lazio,3.3,3–1,0.6,Zenit,,Stadio Olimpico,Michael Oliver,/en/matches/7938e3fe/Lazio-Zenit-November-24-2020-Champions-League,,7938e3fe
Group stage,4,Tue,2020-11-24,20:00,Manchester Utd,2.9,4–1,1.3,Başakşehir,545,Old Trafford,Ovidiu Hațegan,/en/matches/22a1280b/Manchester-United-Istanbul-Basaksehir-November-24-2020-Champions-League,,22a1280b
Group stage,4,Tue,2020-11-24,21:00,Paris S-G,1.1,1–0,1.4,RB Leipzig,,Parc des Princes,Danny Makkelie,/en/matches/9f697ed7/Paris-Saint-Germain-RB-Leipzig-November-24-2020-Champions-League,,9f697ed7
Group stage,4,Tue,2020-11-24,18:55,Rennes,1.1,1–2,2.2,Chelsea,,Roazhon Park,Björn Kuipers,/en/matches/242bdedd/Rennes-Chelsea-November-24-2020-Champions-League,,242bdedd
Group stage,4,Wed,2020-11-25,21:00,Ajax,2.4,3–1,1.4,Midtjylland,,Johan Cruyff ArenA,Sergey Karasev,/en/matches/8e69a62b/Ajax-Midtjylland-November-25-2020-Champions-League,,8e69a62b
Group stage,4,Wed,2020-11-25,21:00,Atlético Madrid,1.6,0–0,0.2,Loko Moscow,,Estadio Wanda Metropolitano,Slavko Vinčič,/en/matches/a99f4e65/Atletico-Madrid-Lokomotiv-Moscow-November-25-2020-Champions-League,,a99f4e65
Group stage,4,Wed,2020-11-25,21:00,Bayern Munich,1.3,3–1,3.3,RB Salzburg,,Allianz Arena,Orel Grinfeeld,/en/matches/f3684522/Bayern-Munich-Red-Bull-Salzburg-November-25-2020-Champions-League,,f3684522
Group stage,4,Wed,2020-11-25,18:55,Gladbach,3.2,4–0,0.7,Shakhtar,,Stadion im Borussia-Park,Cüneyt Çakιr,/en/matches/39e1b88d/Monchengladbach-Shakhtar-Donetsk-November-25-2020-Champions-League,,39e1b88d
Group stage,4,Wed,2020-11-25,21:00,Inter,0.2,0–2,2.0,Real Madrid,,Stadio Giuseppe Meazza,Anthony Taylor,/en/matches/73005389/Internazionale-Real-Madrid-November-25-2020-Champions-League,,73005389
Group stage,4,Wed,2020-11-25,20:00,Liverpool,0.2,0–2,1.2,Atalanta,,Anfield,Carlos del Cerro,/en/matches/827bc8a4/Liverpool-Atalanta-November-25-2020-Champions-League,,827bc8a4
Group stage,4,Wed,2020-11-25,21:00,Marseille,1.3,0–2,2.1,Porto,,Orange Vélodrome,Andreas Ekberg,/en/matches/6e4b5348/Marseille-Porto-November-25-2020-Champions-League,,6e4b5348
Group stage,4,Wed,2020-11-25,19:55,Olympiacos,0.1,0–1,2.4,Manchester City,,Stadio Georgios Karaiskáki,Davide Massa,/en/matches/69c19c80/Olympiacos-Manchester-City-November-25-2020-Champions-League,,69c19c80
Group stage,5,Tue,2020-12-01,21:00,Atalanta,2.4,1–1,0.7,Midtjylland,,Stadio Atleti Azzurri d'Italia,Anastasios Sidiropoulos,/en/matches/5381e342/Atalanta-Midtjylland-December-1-2020-Champions-League,,5381e342
Group stage,5,Tue,2020-12-01,21:00,Atlético Madrid,1.6,1–1,1.1,Bayern Munich,,Estadio Wanda Metropolitano,Clément Turpin,/en/matches/f5d632f7/Atletico-Madrid-Bayern-Munich-December-1-2020-Champions-League,,f5d632f7
Group stage,5,Tue,2020-12-01,21:00,Gladbach,1.3,2–3,1.6,Inter,,Stadion im Borussia-Park,Danny Makkelie,/en/matches/825e30f9/Monchengladbach-Internazionale-December-1-2020-Champions-League,,825e30f9
Group stage,5,Tue,2020-12-01,20:00,Liverpool,2.0,1–0,1.5,Ajax,,Anfield,Tobias Stieler,/en/matches/912c702e/Liverpool-Ajax-December-1-2020-Champions-League,,912c702e
Group stage,5,Tue,2020-12-01,20:55,Loko Moscow,1.1,1–3,2.4,RB Salzburg,6759,RZD Arena,Ali Palabıyık,/en/matches/ba69a013/Lokomotiv-Moscow-Red-Bull-Salzburg-December-1-2020-Champions-League,,ba69a013
Group stage,5,Tue,2020-12-01,21:00,Marseille,2.0,2–1,0.3,Olympiacos,,Orange Vélodrome,Jesús Gil,/en/matches/455c08c7/Marseille-Olympiacos-December-1-2020-Champions-League,,455c08c7
Group stage,5,Tue,2020-12-01,20:00,Porto,0.1,0–0,2.5,Manchester City,,Estádio Do Dragão,Björn Kuipers,/en/matches/e278a521/Porto-Manchester-City-December-1-2020-Champions-League,,e278a521
Group stage,5,Tue,2020-12-01,19:55,Shakhtar,1.3,2–0,1.4,Real Madrid,,Oblasny SportKomplex Metalist,Ovidiu Hațegan,/en/matches/056ad534/Shakhtar-Donetsk-Real-Madrid-December-1-2020-Champions-League,,056ad534
Group stage,5,Wed,2020-12-02,20:55,Başakşehir,0.6,3–4,2.1,RB Leipzig,,Başakşehir Fatih Terim Stadium,Carlos del Cerro,/en/matches/41dba91d/Istanbul-Basaksehir-RB-Leipzig-December-2-2020-Champions-League,,41dba91d
Group stage,5,Wed,2020-12-02,21:00,Club Brugge,2.0,3–0,0.2,Zenit,,Jan Breydelstadion,Serdar Gözübüyük,/en/matches/3f8da279/Club-Brugge-Zenit-December-2-2020-Champions-League,,3f8da279
Group stage,5,Wed,2020-12-02,21:00,Dortmund,1.4,1–1,1.9,Lazio,,Signal Iduna Park,Antonio Matéu Lahoz,/en/matches/c4260f20/Dortmund-Lazio-December-2-2020-Champions-League,,c4260f20
Group stage,5,Wed,2020-12-02,21:00,Ferencváros,0.8,0–3,4.0,Barcelona,,Puskás Aréna,Aliaksei Kulbakou,/en/matches/cdb78786/Ferencvaros-Barcelona-December-2-2020-Champions-League,,cdb78786
Group stage,5,Wed,2020-12-02,21:00,Juventus,2.9,3–0,0.6,Dynamo Kyiv,,Allianz Stadium,Stéphanie Frappart,/en/matches/c055f65c/Juventus-Dynamo-Kyiv-December-2-2020-Champions-League,,c055f65c
Group stage,5,Wed,2020-12-02,20:55,Krasnodar,1.5,1–0,0.7,Rennes,8747,Krasnodar Stadium,William Collum,/en/matches/23967732/Krasnodar-Rennes-December-2-2020-Champions-League,,23967732
Group stage,5,Wed,2020-12-02,20:00,Manchester Utd,1.2,1–3,2.8,Paris S-G,,Old Trafford,Daniele Orsato,/en/matches/9b0bc4ea/Manchester-United-Paris-Saint-Germain-December-2-2020-Champions-League,,9b0bc4ea
Group stage,5,Wed,2020-12-02,21:00,Sevilla,1.3,0–4,2.4,Chelsea,,Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,/en/matches/d3a1eed4/Sevilla-Chelsea-December-2-2020-Champions-League,,d3a1eed4
Group stage,6,Tue,2020-12-08,21:00,Barcelona,0.9,0–3,2.9,Juventus,,Camp Nou,Tobias Stieler,/en/matches/5271f34b/Barcelona-Juventus-December-8-2020-Champions-League,,5271f34b
Group stage,6,Tue,2020-12-08,20:00,Chelsea,2.5,1–1,0.4,Krasnodar,2000,Stamford Bridge,Pavel Královec,/en/matches/58e872f7/Chelsea-Krasnodar-December-8-2020-Champions-League,,58e872f7
Group stage,6,Tue,2020-12-08,22:00,Dynamo Kyiv,0.5,1–0,0.7,Ferencváros,,NSK Olimpijs'kyj,Andreas Ekberg,/en/matches/ddbb94bb/Dynamo-Kyiv-Ferencvaros-December-8-2020-Champions-League,,ddbb94bb
Group stage,6,Tue,2020-12-08,18:55,Lazio,2.7,2–2,1.1,Club Brugge,,Stadio Olimpico,Cüneyt Çakιr,/en/matches/acb8e98e/Lazio-Club-Brugge-December-8-2020-Champions-League,,acb8e98e
Group stage,6,Tue,2020-12-08,21:00,RB Leipzig,1.5,3–2,2.0,Manchester Utd,,Red Bull Arena,Antonio Matéu Lahoz,/en/matches/cdcc523b/RB-Leipzig-Manchester-United-December-8-2020-Champions-League,,cdcc523b
Group stage,6,Tue,2020-12-08,21:00,Rennes,2.4,1–3,1.5,Sevilla,,Roazhon Park,Bartosz Frankowski,/en/matches/5e549474/Rennes-Sevilla-December-8-2020-Champions-League,,5e549474
Group stage,6,Tue,2020-12-08,20:55,Zenit,1.2,1–2,1.6,Dortmund,10860,Gazprom Arena,István Kovács,/en/matches/3792a5ea/Zenit-Dortmund-December-8-2020-Champions-League,,3792a5ea
Group stage,6,Wed,2020-12-09,18:55,Ajax,0.7,0–1,1.2,Atalanta,,Johan Cruyff ArenA,Carlos del Cerro,/en/matches/2e860882/Ajax-Atalanta-December-9-2020-Champions-League,,2e860882
Group stage,6,Wed,2020-12-09,21:00,Bayern Munich,1.7,2–0,0.4,Loko Moscow,,Allianz Arena,Sandro Schärer,/en/matches/bd2a56f9/Bayern-Munich-Lokomotiv-Moscow-December-9-2020-Champions-League,,bd2a56f9
Group stage,6,Wed,2020-12-09,21:00,Inter,1.3,0–0,0.4,Shakhtar,,Stadio Giuseppe Meazza,Slavko Vinčič,/en/matches/d70f4c98/Internazionale-Shakhtar-Donetsk-December-9-2020-Champions-League,,d70f4c98
Group stage,6,Wed,2020-12-09,20:00,Manchester City,2.4,3–0,0.5,Marseille,,Etihad Stadium,Halil Umut Meler,/en/matches/2b64826a/Manchester-City-Marseille-December-9-2020-Champions-League,,2b64826a
Group stage,6,Wed,2020-12-09,18:55,Midtjylland,2.3,1–1,1.1,Liverpool,,MCH Arena,François Letexier,/en/matches/a6b14ad5/Midtjylland-Liverpool-December-9-2020-Champions-League,,a6b14ad5
Group stage,6,Wed,2020-12-09,22:00,Olympiacos,1.0,0–2,1.0,Porto,,Stadio Georgios Karaiskáki,Felix Brych,/en/matches/6f3b86e6/Olympiacos-Porto-December-9-2020-Champions-League,,6f3b86e6
Group stage,6,Wed,2020-12-09,18:55,Paris S-G,3.1,5–1,0.8,Başakşehir,,Parc des Princes,Danny Makkelie,/en/matches/4cc0d4c2/Paris-Saint-Germain-Istanbul-Basaksehir-December-9-2020-Champions-League,,4cc0d4c2
Group stage,6,Wed,2020-12-09,21:00,RB Salzburg,1.4,0–2,0.6,Atlético Madrid,,Red Bull Arena,Anthony Taylor,/en/matches/c33b9662/Red-Bull-Salzburg-Atletico-Madrid-December-9-2020-Champions-League,,c33b9662
Group stage,6,Wed,2020-12-09,21:00,Real Madrid,2.8,2–0,1.0,Gladbach,,Estadio Alfredo Di Stéfano,Björn Kuipers,/en/matches/21c9c2e7/Real-Madrid-Monchengladbach-December-9-2020-Champions-League,,21c9c2e7
Round of 16,,Tue,2021-02-16,21:00,Barcelona,1.6,1–4,2.8,Paris S-G,,Camp Nou,Björn Kuipers,/en/matches/3f832a7e/Barcelona-Paris-Saint-Germain-February-16-2021-Champions-League,Leg 1 of 2,3f832a7e
Round of 16,,Tue,2021-02-16,21:00,RB Leipzig,1.3,0–2,1.4,Liverpool,,Puskás Aréna (Neutral Site),Slavko Vinčič,/en/matches/a986c2fd/RB-Leipzig-Liverpool-February-16-2021-Champions-League,Leg 1 of 2,a986c2fd
Round of 16,,Wed,2021-02-17,20:00,Porto,1.3,2–1,0.9,Juventus,,Estádio Do Dragão,Carlos del Cerro,/en/matches/dea17ee3/Porto-Juventus-February-17-2021-Champions-League,Leg 1 of 2,dea17ee3
Round of 16,,Wed,2021-02-17,21:00,Sevilla,0.9,2–3,1.2,Dortmund,,Estadio Ramón Sánchez Pizjuán,Danny Makkelie,/en/matches/b5c04cb3/Sevilla-Dortmund-February-17-2021-Champions-League,Leg 1 of 2,b5c04cb3
Round of 16,,Tue,2021-02-23,21:00,Atlético Madrid,0.8,0–1,1.0,Chelsea,,Arena Naţională (Neutral Site),Felix Brych,/en/matches/70de7028/Atletico-Madrid-Chelsea-February-23-2021-Champions-League,Leg 1 of 2,70de7028
Round of 16,,Tue,2021-02-23,21:00,Lazio,0.9,1–4,1.9,Bayern Munich,,Stadio Olimpico,Orel Grinfeeld,/en/matches/2c2a9d74/Lazio-Bayern-Munich-February-23-2021-Champions-League,Leg 1 of 2,2c2a9d74
Round of 16,,Wed,2021-02-24,21:00,Atalanta,0.1,0–1,1.5,Real Madrid,,Stadio Atleti Azzurri d'Italia,Tobias Stieler,/en/matches/cba2c6de/Atalanta-Real-Madrid-February-24-2021-Champions-League,Leg 1 of 2,cba2c6de
Round of 16,,Wed,2021-02-24,21:00,Gladbach,0.4,0–2,1.6,Manchester City,,Puskás Aréna (Neutral Site),Artur Soares Dias,/en/matches/b0ca4748/Monchengladbach-Manchester-City-February-24-2021-Champions-League,Leg 1 of 2,b0ca4748
Round of 16,,Tue,2021-03-09,21:00,Dortmund,2.2,2–2,2.0,Sevilla,,Fußballpark BVB Hohenbuschei,Cüneyt Çakιr,/en/matches/879bc1c3/Dortmund-Sevilla-March-9-2021-Champions-League,Leg 2 of 2; Dortmund won,879bc1c3
Round of 16,,Tue,2021-03-09,21:00,Juventus,3.0,3–2,2.2,Porto,,Allianz Stadium,Björn Kuipers,/en/matches/79077e10/Juventus-Porto-March-9-2021-Champions-League,Leg 2 of 2; Porto won; Required Extra Time,79077e10
Round of 16,,Wed,2021-03-10,20:00,Liverpool,2.4,2–0,0.9,RB Leipzig,,Puskás Aréna (Neutral Site),Clément Turpin,/en/matches/0120c1ad/Liverpool-RB-Leipzig-March-10-2021-Champions-League,Leg 2 of 2; Liverpool won,0120c1ad
Round of 16,,Wed,2021-03-10,21:00,Paris S-G,1.7,1–1,2.2,Barcelona,,Parc des Princes,Anthony Taylor,/en/matches/629f5c22/Paris-Saint-Germain-Barcelona-March-10-2021-Champions-League,Leg 2 of 2; Paris S-G won,629f5c22
Round of 16,,Tue,2021-03-16,20:00,Manchester City,1.4,2–0,0.3,Gladbach,,Puskás Aréna (Neutral Site),Sergey Karasev,/en/matches/3c217cfa/Manchester-City-Monchengladbach-March-16-2021-Champions-League,Leg 2 of 2; Manchester City won,3c217cfa
Round of 16,,Tue,2021-03-16,21:00,Real Madrid,2.7,3–1,1.3,Atalanta,,Estadio Alfredo Di Stéfano,Danny Makkelie,/en/matches/70055955/Real-Madrid-Atalanta-March-16-2021-Champions-League,Leg 2 of 2; Real Madrid won,70055955
Round of 16,,Wed,2021-03-17,21:00,Bayern Munich,1.9,2–1,1.1,Lazio,,Allianz Arena,István Kovács,/en/matches/bd92857c/Bayern-Munich-Lazio-March-17-2021-Champions-League,Leg 2 of 2; Bayern Munich won,bd92857c
Round of 16,,Wed,2021-03-17,20:00,Chelsea,2.0,2–0,0.5,Atlético Madrid,,Stamford Bridge,Daniele Orsato,/en/matches/757bf605/Chelsea-Atletico-Madrid-March-17-2021-Champions-League,Leg 2 of 2; Chelsea won,757bf605
Quarter-finals,,Tue,2021-04-06,20:00,Manchester City,2.1,2–1,1.1,Dortmund,,Etihad Stadium,Ovidiu Hațegan,/en/matches/67d7bf29/Manchester-City-Dortmund-April-6-2021-Champions-League,Leg 1 of 2,67d7bf29
Quarter-finals,,Tue,2021-04-06,21:00,Real Madrid,2.1,3–1,0.7,Liverpool,,Estadio Alfredo Di Stéfano,Felix Brych,/en/matches/70748c34/Real-Madrid-Liverpool-April-6-2021-Champions-League,Leg 1 of 2,70748c34
Quarter-finals,,Wed,2021-04-07,21:00,Bayern Munich,3.7,2–3,1.3,Paris S-G,,Allianz Arena,Antonio Matéu Lahoz,/en/matches/e348b699/Bayern-Munich-Paris-Saint-Germain-April-7-2021-Champions-League,Leg 1 of 2,e348b699
Quarter-finals,,Wed,2021-04-07,20:00,Porto,1.4,0–2,1.6,Chelsea,,Estadio Ramón Sánchez Pizjuán (Neutral Site),Slavko Vinčič,/en/matches/d0f7ab16/Porto-Chelsea-April-7-2021-Champions-League,Leg 1 of 2,d0f7ab16
