from,rank,team,country,level,elo,to,season
2025-02-24,14.0,Napoli,ITA,1,1829.08410645,2025-03-01,2024-2025
2025-03-02,14.0,Napoli,ITA,1,1831.18688965,2025-03-05,2024-2025
2025-03-06,14.0,Napoli,ITA,1,1832.36791992,2025-03-06,2024-2025
2025-03-07,14.0,Napoli,ITA,1,1833.2097168,2025-03-09,2024-2025
2025-03-10,13.0,Napoli,ITA,1,1838.0378418,2025-03-11,2024-2025
2025-03-12,13.0,Napoli,ITA,1,1838.49035645,2025-03-13,2024-2025
2025-03-14,14.0,Napoli,ITA,1,1836.70129395,2025-03-16,2024-2025
2025-03-17,14.0,Napoli,ITA,1,1830.70471191,2025-03-30,2024-2025
2025-03-31,14.0,Napoli,ITA,1,1836.40637207,2025-04-02,2024-2025
2025-04-03,15.0,Napoli,ITA,1,1836.40637207,2025-04-07,2024-2025
2025-04-08,15.0,Napoli,ITA,1,1836.35766602,2025-04-08,2024-2025
2025-04-09,15.0,Napoli,ITA,1,1838.47167969,2025-04-10,2024-2025
2025-04-11,15.0,Napoli,ITA,1,1835.69116211,2025-04-14,2024-2025
2025-04-15,15.0,Napoli,ITA,1,1839.51403809,2025-04-16,2024-2025
2025-04-17,15.0,Napoli,ITA,1,1839.83459473,2025-04-17,2024-2025
2025-04-18,15.0,Napoli,ITA,1,1840.97900391,2025-04-19,2024-2025
2025-04-20,15.0,Napoli,ITA,1,1843.61169434,2025-04-27,2024-2025
2025-04-28,14.0,Napoli,ITA,1,1849.46313477,2025-04-30,2024-2025
2025-05-01,14.0,Napoli,ITA,1,1850.27368164,2025-05-01,2024-2025
2025-05-02,14.0,Napoli,ITA,1,1849.2467041,2025-05-03,2024-2025
2025-05-04,14.0,Napoli,ITA,1,1852.17333984,2025-05-04,2024-2025
2025-05-05,15.0,Napoli,ITA,1,1852.17333984,2025-05-06,2024-2025
2025-05-07,14.0,Napoli,ITA,1,1854.44995117,2025-05-08,2024-2025
2025-05-09,14.0,Napoli,ITA,1,1852.31689453,2025-05-10,2024-2025
2025-05-11,15.0,Napoli,ITA,1,1852.31689453,2025-05-11,2024-2025
2025-05-12,15.0,Napoli,ITA,1,1846.18737793,2025-05-15,2024-2025
2025-05-16,14.0,Napoli,ITA,1,1846.18737793,2025-05-18,2024-2025
2025-05-19,15.0,Napoli,ITA,1,1840.71459961,2025-05-23,2024-2025
2025-05-24,15.0,Napoli,ITA,1,1844.10864258,2025-05-31,2024-2025
2025-06-01,15.0,Napoli,ITA,1,1838.60510254,2025-08-21,2024-2025
2024-08-02,34.0,Monaco,FRA,1,1761.04504395,2024-08-06,2024-2025
2024-08-07,34.0,Monaco,FRA,1,1762.16870117,2024-08-11,2024-2025
2024-08-12,33.0,Monaco,FRA,1,1762.16870117,2024-08-13,2024-2025
2024-08-14,32.0,Monaco,FRA,1,1764.2989502,2024-08-17,2024-2025
2024-08-18,33.0,Monaco,FRA,1,1766.5045166,2024-08-18,2024-2025
2024-08-19,31.0,Monaco,FRA,1,1766.5045166,2024-08-20,2024-2025
2024-08-21,31.0,Monaco,FRA,1,1769.4486084,2024-08-22,2024-2025
2024-08-23,30.0,Monaco,FRA,1,1769.88769531,2024-08-24,2024-2025
2024-08-25,27.0,Monaco,FRA,1,1779.69262695,2024-08-25,2024-2025
2024-08-26,26.0,Monaco,FRA,1,1779.69262695,2024-08-28,2024-2025
2024-08-29,26.0,Monaco,FRA,1,1779.99694824,2024-08-29,2024-2025
2024-08-30,29.0,Monaco,FRA,1,1772.99243164,2024-09-01,2024-2025
2024-09-02,29.0,Monaco,FRA,1,1770.44750977,2024-09-13,2024-2025
2024-09-14,28.0,Monaco,FRA,1,1770.44750977,2024-09-14,2024-2025
2024-09-15,26.0,Monaco,FRA,1,1776.65393066,2024-09-15,2024-2025
2024-09-16,27.0,Monaco,FRA,1,1776.65393066,2024-09-16,2024-2025
2024-09-17,28.0,Monaco,FRA,1,1776.65393066,2024-09-17,2024-2025
2024-09-18,29.0,Monaco,FRA,1,1774.49072266,2024-09-18,2024-2025
2024-09-19,29.0,Monaco,FRA,1,1775.77331543,2024-09-19,2024-2025
2024-09-20,24.0,Monaco,FRA,1,1789.76184082,2024-09-22,2024-2025
2024-09-23,24.0,Monaco,FRA,1,1793.32165527,2024-09-25,2024-2025
2024-09-26,23.0,Monaco,FRA,1,1792.71057129,2024-09-26,2024-2025
2024-09-27,23.0,Monaco,FRA,1,1795.2364502,2024-09-28,2024-2025
2024-09-29,22.0,Monaco,FRA,1,1798.34960938,2024-10-01,2024-2025
2024-10-02,21.0,Monaco,FRA,1,1803.12084961,2024-10-02,2024-2025
2024-10-03,23.0,Monaco,FRA,1,1801.1003418,2024-10-03,2024-2025
2024-10-04,22.0,Monaco,FRA,1,1803.00097656,2024-10-05,2024-2025
2024-10-06,21.0,Monaco,FRA,1,1809.42614746,2024-10-18,2024-2025
2024-10-19,21.0,Monaco,FRA,1,1807.41699219,2024-10-19,2024-2025
2024-10-20,20.0,Monaco,FRA,1,1807.41699219,2024-10-22,2024-2025
2024-10-23,21.0,Monaco,FRA,1,1810.48974609,2024-10-23,2024-2025
2024-10-24,20.0,Monaco,FRA,1,1817.62097168,2024-10-24,2024-2025
2024-10-25,22.0,Monaco,FRA,1,1807.74963379,2024-10-26,2024-2025
2024-10-27,23.0,Monaco,FRA,1,1807.74963379,2024-10-27,2024-2025
2024-10-28,26.0,Monaco,FRA,1,1797.8939209,2024-10-28,2024-2025
2024-10-29,27.0,Monaco,FRA,1,1797.8939209,2024-11-01,2024-2025
2024-11-02,28.0,Monaco,FRA,1,1782.33544922,2024-11-05,2024-2025
2024-11-06,27.0,Monaco,FRA,1,1794.93237305,2024-11-06,2024-2025
2024-11-07,27.0,Monaco,FRA,1,1793.63525391,2024-11-07,2024-2025
2024-11-08,27.0,Monaco,FRA,1,1791.92358398,2024-11-09,2024-2025
2024-11-10,25.0,Monaco,FRA,1,1799.06445312,2024-11-10,2024-2025
2024-11-11,24.0,Monaco,FRA,1,1799.06445312,2024-11-22,2024-2025
2024-11-23,24.0,Monaco,FRA,1,1803.62121582,2024-11-23,2024-2025
2024-11-24,23.0,Monaco,FRA,1,1803.62121582,2024-11-26,2024-2025
2024-11-27,24.0,Monaco,FRA,1,1800.43078613,2024-11-27,2024-2025
2024-11-28,27.0,Monaco,FRA,1,1789.29956055,2024-11-28,2024-2025
2024-11-29,28.0,Monaco,FRA,1,1784.71032715,2024-11-30,2024-2025
2024-12-01,27.0,Monaco,FRA,1,1784.71032715,2024-12-01,2024-2025
2024-12-02,28.0,Monaco,FRA,1,1777.14355469,2024-12-04,2024-2025
2024-12-05,29.0,Monaco,FRA,1,1777.14355469,2024-12-07,2024-2025
2024-12-08,26.0,Monaco,FRA,1,1782.81030273,2024-12-08,2024-2025
2024-12-09,27.0,Monaco,FRA,1,1782.81030273,2024-12-10,2024-2025
2024-12-11,27.0,Monaco,FRA,1,1787.84375,2024-12-11,2024-2025
2024-12-12,27.0,Monaco,FRA,1,1783.03991699,2024-12-12,2024-2025
2024-12-13,28.0,Monaco,FRA,1,1782.69787598,2024-12-14,2024-2025
2024-12-15,29.0,Monaco,FRA,1,1780.39892578,2024-12-18,2024-2025
2024-12-19,30.0,Monaco,FRA,1,1771.27490234,2024-12-19,2024-2025
2024-12-20,29.0,Monaco,FRA,1,1771.27490234,2024-12-21,2024-2025
2024-12-22,30.0,Monaco,FRA,1,1771.27490234,2024-12-22,2024-2025
2024-12-23,31.0,Monaco,FRA,1,1771.27490234,2024-12-30,2024-2025
2024-12-31,30.0,Monaco,FRA,1,1771.27490234,2024-12-31,2024-2025
2025-01-01,30.0,Monaco,FRA,1,1771.27490234,2025-01-03,2024-2025
2025-01-04,29.0,Monaco,FRA,1,1771.27490234,2025-01-05,2024-2025
2025-01-06,28.0,Monaco,FRA,1,1771.27490234,2025-01-06,2024-2025
2025-01-07,29.0,Monaco,FRA,1,1771.27490234,2025-01-10,2024-2025
2025-01-11,33.0,Monaco,FRA,1,1766.92163086,2025-01-13,2024-2025
2025-01-14,32.0,Monaco,FRA,1,1766.92163086,2025-01-16,2024-2025
2025-01-17,33.0,Monaco,FRA,1,1766.92163086,2025-01-17,2024-2025
2025-01-18,38.0,Monaco,FRA,1,1755.38525391,2025-01-19,2024-2025
2025-01-20,36.0,Monaco,FRA,1,1755.38525391,2025-01-21,2024-2025
2025-01-22,36.0,Monaco,FRA,1,1764.40222168,2025-01-22,2024-2025
2025-01-23,34.0,Monaco,FRA,1,1762.64599609,2025-01-23,2024-2025
2025-01-24,36.0,Monaco,FRA,1,1759.3293457,2025-01-25,2024-2025
2025-01-26,33.0,Monaco,FRA,1,1763.16931152,2025-01-26,2024-2025
2025-01-27,32.0,Monaco,FRA,1,1763.16931152,2025-01-29,2024-2025
2025-01-30,33.0,Monaco,FRA,1,1764.09558105,2025-01-30,2024-2025
2025-01-31,33.0,Monaco,FRA,1,1759.89257812,2025-02-01,2024-2025
2025-02-02,33.0,Monaco,FRA,1,1764.13757324,2025-02-02,2024-2025
2025-02-03,32.0,Monaco,FRA,1,1764.13757324,2025-02-07,2024-2025
2025-02-08,35.0,Monaco,FRA,1,1758.60473633,2025-02-08,2024-2025
2025-02-09,34.0,Monaco,FRA,1,1758.60473633,2025-02-12,2024-2025
2025-02-13,37.0,Monaco,FRA,1,1748.76074219,2025-02-13,2024-2025
2025-02-14,38.0,Monaco,FRA,1,1748.76074219,2025-02-15,2024-2025
2025-02-16,37.0,Monaco,FRA,1,1755.85583496,2025-02-16,2024-2025
2025-02-17,36.0,Monaco,FRA,1,1755.85583496,2025-02-18,2024-2025
2025-02-19,37.0,Monaco,FRA,1,1753.57348633,2025-02-21,2024-2025
2025-02-22,38.0,Monaco,FRA,1,1753.57348633,2025-02-22,2024-2025
2025-02-23,39.0,Monaco,FRA,1,1747.79711914,2025-02-23,2024-2025
2025-02-24,37.0,Monaco,FRA,1,1747.79711914,2025-02-28,2024-2025
2025-03-01,36.0,Monaco,FRA,1,1753.45239258,2025-03-01,2024-2025
2025-03-02,35.0,Monaco,FRA,1,1753.45239258,2025-03-04,2024-2025
2025-03-05,36.0,Monaco,FRA,1,1754.24658203,2025-03-05,2024-2025
2025-03-06,36.0,Monaco,FRA,1,1752.1973877,2025-03-06,2024-2025
2025-03-07,36.0,Monaco,FRA,1,1753.49450684,2025-03-07,2024-2025
2025-03-08,36.0,Monaco,FRA,1,1752.2409668,2025-03-09,2024-2025
2025-03-10,37.0,Monaco,FRA,1,1752.2409668,2025-03-11,2024-2025
2025-03-12,36.0,Monaco,FRA,1,1755.43591309,2025-03-12,2024-2025
2025-03-13,37.0,Monaco,FRA,1,1750.86157227,2025-03-13,2024-2025
2025-03-14,38.0,Monaco,FRA,1,1752.09655762,2025-03-15,2024-2025
2025-03-16,36.0,Monaco,FRA,1,1757.22351074,2025-03-16,2024-2025
2025-03-17,38.0,Monaco,FRA,1,1757.22351074,2025-03-28,2024-2025
2025-03-29,37.0,Monaco,FRA,1,1757.22351074,2025-03-29,2024-2025
2025-03-30,36.0,Monaco,FRA,1,1762.37878418,2025-03-30,2024-2025
2025-03-31,37.0,Monaco,FRA,1,1762.37878418,2025-04-05,2024-2025
2025-04-06,40.0,Monaco,FRA,1,1753.68347168,2025-04-09,2024-2025
2025-04-10,40.0,Monaco,FRA,1,1755.23815918,2025-04-10,2024-2025
2025-04-11,39.0,Monaco,FRA,1,1754.40197754,2025-04-12,2024-2025
2025-04-13,38.0,Monaco,FRA,1,1764.73291016,2025-04-15,2024-2025
2025-04-16,38.0,Monaco,FRA,1,1764.99768066,2025-04-17,2024-2025
2025-04-18,38.0,Monaco,FRA,1,1762.83056641,2025-04-19,2024-2025
2025-04-20,38.0,Monaco,FRA,1,1759.76940918,2025-04-23,2024-2025
2025-04-24,37.0,Monaco,FRA,1,1759.76940918,2025-04-24,2024-2025
2025-04-25,38.0,Monaco,FRA,1,1759.76940918,2025-04-25,2024-2025
2025-04-26,39.0,Monaco,FRA,1,1759.76940918,2025-04-26,2024-2025
2025-04-27,40.0,Monaco,FRA,1,1754.68945312,2025-04-29,2024-2025
2025-04-30,40.0,Monaco,FRA,1,1757.94384766,2025-05-01,2024-2025
2025-05-02,39.0,Monaco,FRA,1,1757.94384766,2025-05-03,2024-2025
2025-05-04,37.0,Monaco,FRA,1,1763.07568359,2025-05-04,2024-2025
2025-05-05,38.0,Monaco,FRA,1,1763.07568359,2025-05-07,2024-2025
2025-05-08,36.0,Monaco,FRA,1,1765.97131348,2025-05-10,2024-2025
2025-05-11,35.0,Monaco,FRA,1,1774.38024902,2025-05-17,2024-2025
2025-05-18,39.0,Monaco,FRA,1,1755.76733398,2025-05-23,2024-2025
2025-05-24,38.0,Monaco,FRA,1,1755.76733398,2025-05-31,2024-2025
2025-06-01,36.0,Monaco,FRA,1,1762.08740234,2025-08-06,2024-2025
2024-08-02,41.0,Galatasaray,TUR,1,1726.40429688,2024-08-04,2024-2025
2024-08-05,40.0,Galatasaray,TUR,1,1726.40429688,2024-08-06,2024-2025
2024-08-07,42.0,Galatasaray,TUR,1,1725.11767578,2024-08-08,2024-2025
2024-08-09,42.0,Galatasaray,TUR,1,1721.89904785,2024-08-09,2024-2025
2024-08-10,42.0,Galatasaray,TUR,1,1722.7689209,2024-08-13,2024-2025
2024-08-14,44.0,Galatasaray,TUR,1,1720.35412598,2024-08-15,2024-2025
2024-08-16,46.0,Galatasaray,TUR,1,1716.17358398,2024-08-16,2024-2025
2024-08-17,44.0,Galatasaray,TUR,1,1719.23681641,2024-08-21,2024-2025
2024-08-22,47.0,Galatasaray,TUR,1,1713.29467773,2024-08-22,2024-2025
2024-08-23,47.0,Galatasaray,TUR,1,1714.90356445,2024-08-27,2024-2025
2024-08-28,61.0,Galatasaray,TUR,1,1685.82397461,2024-08-28,2024-2025
2024-08-29,61.0,Galatasaray,TUR,1,1687.00537109,2024-08-29,2024-2025
2024-08-30,53.0,Galatasaray,TUR,1,1693.41381836,2024-08-30,2024-2025
2024-08-31,54.0,Galatasaray,TUR,1,1693.41381836,2024-08-31,2024-2025
2024-09-01,54.0,Galatasaray,TUR,1,1699.0760498,2024-09-01,2024-2025
2024-09-02,53.0,Galatasaray,TUR,1,1699.0760498,2024-09-14,2024-2025
2024-09-15,52.0,Galatasaray,TUR,1,1701.70532227,2024-09-17,2024-2025
2024-09-18,52.0,Galatasaray,TUR,1,1703.32788086,2024-09-18,2024-2025
2024-09-19,51.0,Galatasaray,TUR,1,1703.32788086,2024-09-21,2024-2025
2024-09-22,49.0,Galatasaray,TUR,1,1716.74597168,2024-09-23,2024-2025
2024-09-24,48.0,Galatasaray,TUR,1,1716.74597168,2024-09-25,2024-2025
2024-09-26,45.0,Galatasaray,TUR,1,1724.4197998,2024-09-26,2024-2025
2024-09-27,45.0,Galatasaray,TUR,1,1723.03942871,2024-09-28,2024-2025
2024-09-29,48.0,Galatasaray,TUR,1,1715.28381348,2024-10-01,2024-2025
2024-10-02,49.0,Galatasaray,TUR,1,1715.28381348,2024-10-02,2024-2025
2024-10-03,50.0,Galatasaray,TUR,1,1710.66040039,2024-10-03,2024-2025
2024-10-04,54.0,Galatasaray,TUR,1,1696.53344727,2024-10-05,2024-2025
2024-10-06,55.0,Galatasaray,TUR,1,1696.53344727,2024-10-06,2024-2025
2024-10-07,53.0,Galatasaray,TUR,1,1698.32336426,2024-10-19,2024-2025
2024-10-20,54.0,Galatasaray,TUR,1,1702.60217285,2024-10-22,2024-2025
2024-10-23,55.0,Galatasaray,TUR,1,1702.60217285,2024-10-23,2024-2025
2024-10-24,55.0,Galatasaray,TUR,1,1705.5826416,2024-10-24,2024-2025
2024-10-25,53.0,Galatasaray,TUR,1,1704.2878418,2024-10-25,2024-2025
2024-10-26,54.0,Galatasaray,TUR,1,1704.2878418,2024-10-27,2024-2025
2024-10-28,53.0,Galatasaray,TUR,1,1704.2878418,2024-10-28,2024-2025
2024-10-29,53.0,Galatasaray,TUR,1,1707.13586426,2024-11-06,2024-2025
2024-11-07,53.0,Galatasaray,TUR,1,1709.72875977,2024-11-07,2024-2025
2024-11-08,48.0,Galatasaray,TUR,1,1719.38305664,2024-11-09,2024-2025
2024-11-10,49.0,Galatasaray,TUR,1,1719.38305664,2024-11-10,2024-2025
2024-11-11,49.0,Galatasaray,TUR,1,1720.97619629,2024-11-23,2024-2025
2024-11-24,46.0,Galatasaray,TUR,1,1722.52624512,2024-11-25,2024-2025
2024-11-26,47.0,Galatasaray,TUR,1,1722.52624512,2024-11-26,2024-2025
2024-11-27,48.0,Galatasaray,TUR,1,1722.52624512,2024-11-27,2024-2025
2024-11-28,47.0,Galatasaray,TUR,1,1719.39013672,2024-11-28,2024-2025
2024-11-29,49.0,Galatasaray,TUR,1,1716.98156738,2024-12-01,2024-2025
2024-12-02,53.0,Galatasaray,TUR,1,1708.70581055,2024-12-08,2024-2025
2024-12-09,53.0,Galatasaray,TUR,1,1711.57177734,2024-12-10,2024-2025
2024-12-11,51.0,Galatasaray,TUR,1,1711.57177734,2024-12-11,2024-2025
2024-12-12,53.0,Galatasaray,TUR,1,1707.36633301,2024-12-12,2024-2025
2024-12-13,53.0,Galatasaray,TUR,1,1706.69677734,2024-12-14,2024-2025
2024-12-15,54.0,Galatasaray,TUR,1,1706.69677734,2024-12-16,2024-2025
2024-12-17,54.0,Galatasaray,TUR,1,1708.51269531,2024-12-19,2024-2025
2024-12-20,52.0,Galatasaray,TUR,1,1710.07702637,2024-12-22,2024-2025
2024-12-23,51.0,Galatasaray,TUR,1,1714.02648926,2024-12-29,2024-2025
2024-12-30,50.0,Galatasaray,TUR,1,1714.02648926,2024-12-31,2024-2025
2025-01-01,50.0,Galatasaray,TUR,1,1714.02648926,2025-01-04,2024-2025
2025-01-05,50.0,Galatasaray,TUR,1,1715.21887207,2025-01-05,2024-2025
2025-01-06,49.0,Galatasaray,TUR,1,1715.21887207,2025-01-12,2024-2025
2025-01-13,49.0,Galatasaray,TUR,1,1719.10290527,2025-01-17,2024-2025
2025-01-18,51.0,Galatasaray,TUR,1,1711.0982666,2025-01-18,2024-2025
2025-01-19,50.0,Galatasaray,TUR,1,1711.0982666,2025-01-21,2024-2025
2025-01-22,53.0,Galatasaray,TUR,1,1701.28771973,2025-01-22,2024-2025
2025-01-23,49.0,Galatasaray,TUR,1,1711.06066895,2025-01-23,2024-2025
2025-01-24,49.0,Galatasaray,TUR,1,1710.6126709,2025-01-25,2024-2025
2025-01-26,50.0,Galatasaray,TUR,1,1711.81726074,2025-01-26,2024-2025
2025-01-27,49.0,Galatasaray,TUR,1,1711.81726074,2025-01-29,2024-2025
2025-01-30,50.0,Galatasaray,TUR,1,1711.81726074,2025-01-30,2024-2025
2025-01-31,52.0,Galatasaray,TUR,1,1701.52722168,2025-01-31,2024-2025
2025-02-01,51.0,Galatasaray,TUR,1,1701.52722168,2025-02-03,2024-2025
2025-02-04,50.0,Galatasaray,TUR,1,1704.11303711,2025-02-09,2024-2025
2025-02-10,51.0,Galatasaray,TUR,1,1704.81115723,2025-02-12,2024-2025
2025-02-13,50.0,Galatasaray,TUR,1,1704.81115723,2025-02-13,2024-2025
2025-02-14,56.0,Galatasaray,TUR,1,1687.92712402,2025-02-15,2024-2025
2025-02-16,57.0,Galatasaray,TUR,1,1687.92712402,2025-02-17,2024-2025
2025-02-18,55.0,Galatasaray,TUR,1,1690.54821777,2025-02-19,2024-2025
2025-02-20,57.0,Galatasaray,TUR,1,1690.54821777,2025-02-20,2024-2025
2025-02-21,60.0,Galatasaray,TUR,1,1682.6697998,2025-02-22,2024-2025
2025-02-23,59.0,Galatasaray,TUR,1,1682.6697998,2025-02-24,2024-2025
2025-02-25,60.0,Galatasaray,TUR,1,1681.19384766,2025-02-25,2024-2025
2025-02-26,59.0,Galatasaray,TUR,1,1681.19384766,2025-03-02,2024-2025
2025-03-03,63.0,Galatasaray,TUR,1,1676.13183594,2025-03-06,2024-2025
2025-03-07,68.0,Galatasaray,TUR,1,1670.03076172,2025-03-08,2024-2025
2025-03-09,70.0,Galatasaray,TUR,1,1670.03076172,2025-03-09,2024-2025
2025-03-10,67.0,Galatasaray,TUR,1,1673.55749512,2025-03-10,2024-2025
2025-03-11,68.0,Galatasaray,TUR,1,1673.55749512,2025-03-12,2024-2025
2025-03-13,67.0,Galatasaray,TUR,1,1673.55749512,2025-03-13,2024-2025
2025-03-14,64.0,Galatasaray,TUR,1,1678.09423828,2025-03-14,2024-2025
2025-03-15,63.0,Galatasaray,TUR,1,1680.69104004,2025-03-15,2024-2025
2025-03-16,65.0,Galatasaray,TUR,1,1680.69104004,2025-03-16,2024-2025
2025-03-17,66.0,Galatasaray,TUR,1,1680.69104004,2025-03-29,2024-2025
2025-03-30,72.0,Galatasaray,TUR,1,1669.77270508,2025-03-30,2024-2025
2025-03-31,71.0,Galatasaray,TUR,1,1669.77270508,2025-04-05,2024-2025
2025-04-06,72.0,Galatasaray,TUR,1,1669.77270508,2025-04-06,2024-2025
2025-04-07,70.0,Galatasaray,TUR,1,1669.77270508,2025-04-11,2024-2025
2025-04-12,65.0,Galatasaray,TUR,1,1675.21337891,2025-04-13,2024-2025
2025-04-14,64.0,Galatasaray,TUR,1,1675.21337891,2025-04-17,2024-2025
2025-04-18,62.0,Galatasaray,TUR,1,1675.21337891,2025-04-18,2024-2025
2025-04-19,62.0,Galatasaray,TUR,1,1676.88293457,2025-04-19,2024-2025
2025-04-20,63.0,Galatasaray,TUR,1,1676.88293457,2025-04-20,2024-2025
2025-04-21,64.0,Galatasaray,TUR,1,1676.88293457,2025-04-23,2024-2025
2025-04-24,65.0,Galatasaray,TUR,1,1676.88293457,2025-04-27,2024-2025
2025-04-28,63.0,Galatasaray,TUR,1,1683.64123535,2025-05-01,2024-2025
2025-05-02,61.0,Galatasaray,TUR,1,1683.64123535,2025-05-02,2024-2025
2025-05-03,62.0,Galatasaray,TUR,1,1683.64123535,2025-05-03,2024-2025
2025-05-04,61.0,Galatasaray,TUR,1,1685.76977539,2025-05-04,2024-2025
2025-05-05,60.0,Galatasaray,TUR,1,1685.76977539,2025-05-06,2024-2025
2025-05-07,59.0,Galatasaray,TUR,1,1685.76977539,2025-05-09,2024-2025
2025-05-10,60.0,Galatasaray,TUR,1,1685.76977539,2025-05-10,2024-2025
2025-05-11,60.0,Galatasaray,TUR,1,1692.24121094,2025-05-13,2024-2025
2025-05-14,61.0,Galatasaray,TUR,1,1692.24121094,2025-05-14,2024-2025
2025-05-15,60.0,Galatasaray,TUR,1,1692.24121094,2025-05-17,2024-2025
2025-05-18,59.0,Galatasaray,TUR,1,1692.24121094,2025-05-18,2024-2025
2025-05-19,56.0,Galatasaray,TUR,1,1694.69641113,2025-05-24,2024-2025
2025-05-25,56.0,Galatasaray,TUR,1,1698.5637207,2025-05-28,2024-2025
2025-05-29,55.0,Galatasaray,TUR,1,1698.5637207,2025-05-30,2024-2025
2025-05-31,54.0,Galatasaray,TUR,1,1701.14868164,2025-05-31,2024-2025
2025-06-01,55.0,Galatasaray,TUR,1,1701.14868164,2025-07-24,2024-2025
2024-08-18,9.0,Atalanta,ITA,1,1884.4744873,2024-08-19,2024-2025
2024-08-20,8.0,Atalanta,ITA,1,1890.77233887,2024-08-22,2024-2025
2024-08-23,8.0,Atalanta,ITA,1,1890.11132812,2024-08-23,2024-2025
2024-08-24,9.0,Atalanta,ITA,1,1890.11132812,2024-08-24,2024-2025
2024-08-25,10.0,Atalanta,ITA,1,1890.11132812,2024-08-25,2024-2025
2024-08-26,10.0,Atalanta,ITA,1,1879.33496094,2024-08-29,2024-2025
2024-08-30,10.0,Atalanta,ITA,1,1875.91186523,2024-08-30,2024-2025
2024-08-31,11.0,Atalanta,ITA,1,1866.28833008,2024-09-15,2024-2025
2024-09-16,11.0,Atalanta,ITA,1,1870.23693848,2024-09-17,2024-2025
2024-09-18,11.0,Atalanta,ITA,1,1868.92163086,2024-09-18,2024-2025
2024-09-19,11.0,Atalanta,ITA,1,1868.45117188,2024-09-19,2024-2025
2024-09-20,11.0,Atalanta,ITA,1,1868.74499512,2024-09-24,2024-2025
2024-09-25,11.0,Atalanta,ITA,1,1852.82275391,2024-09-25,2024-2025
2024-09-26,11.0,Atalanta,ITA,1,1855.51293945,2024-09-26,2024-2025
2024-09-27,11.0,Atalanta,ITA,1,1854.48522949,2024-09-28,2024-2025
2024-09-29,11.0,Atalanta,ITA,1,1853.19555664,2024-10-01,2024-2025
2024-10-02,12.0,Atalanta,ITA,1,1852.60095215,2024-10-02,2024-2025
2024-10-03,11.0,Atalanta,ITA,1,1862.99597168,2024-10-03,2024-2025
2024-10-04,11.0,Atalanta,ITA,1,1861.17150879,2024-10-05,2024-2025
2024-10-06,10.0,Atalanta,ITA,1,1867.00048828,2024-10-20,2024-2025
2024-10-21,10.0,Atalanta,ITA,1,1870.52868652,2024-10-22,2024-2025
2024-10-23,10.0,Atalanta,ITA,1,1866.2701416,2024-10-23,2024-2025
2024-10-24,10.0,Atalanta,ITA,1,1857.64794922,2024-10-24,2024-2025
2024-10-25,10.0,Atalanta,ITA,1,1862.15783691,2024-10-26,2024-2025
2024-10-27,10.0,Atalanta,ITA,1,1867.48522949,2024-10-30,2024-2025
2024-10-31,10.0,Atalanta,ITA,1,1871.32873535,2024-11-03,2024-2025
2024-11-04,10.0,Atalanta,ITA,1,1884.69799805,2024-11-05,2024-2025
2024-11-06,10.0,Atalanta,ITA,1,1887.95031738,2024-11-06,2024-2025
2024-11-07,8.0,Atalanta,ITA,1,1904.24755859,2024-11-07,2024-2025
2024-11-08,9.0,Atalanta,ITA,1,1900.41369629,2024-11-10,2024-2025
2024-11-11,8.0,Atalanta,ITA,1,1902.84887695,2024-11-22,2024-2025
2024-11-23,9.0,Atalanta,ITA,1,1902.84887695,2024-11-23,2024-2025
2024-11-24,8.0,Atalanta,ITA,1,1906.15673828,2024-11-26,2024-2025
2024-11-27,8.0,Atalanta,ITA,1,1912.9934082,2024-11-27,2024-2025
2024-11-28,8.0,Atalanta,ITA,1,1910.33825684,2024-11-28,2024-2025
2024-11-29,8.0,Atalanta,ITA,1,1909.46923828,2024-11-30,2024-2025
2024-12-01,7.0,Atalanta,ITA,1,1909.46923828,2024-12-02,2024-2025
2024-12-03,6.0,Atalanta,ITA,1,1916.62585449,2024-12-06,2024-2025
2024-12-07,6.0,Atalanta,ITA,1,1921.64672852,2024-12-10,2024-2025
2024-12-11,8.0,Atalanta,ITA,1,1906.5904541,2024-12-11,2024-2025
2024-12-12,8.0,Atalanta,ITA,1,1912.48217773,2024-12-12,2024-2025
2024-12-13,7.0,Atalanta,ITA,1,1917.68347168,2024-12-14,2024-2025
2024-12-15,6.0,Atalanta,ITA,1,1920.12695312,2024-12-19,2024-2025
2024-12-20,6.0,Atalanta,ITA,1,1919.12023926,2024-12-22,2024-2025
2024-12-23,6.0,Atalanta,ITA,1,1921.31152344,2024-12-28,2024-2025
2024-12-29,6.0,Atalanta,ITA,1,1919.76953125,2024-12-31,2024-2025
2025-01-01,6.0,Atalanta,ITA,1,1919.76953125,2025-01-11,2024-2025
2025-01-12,6.0,Atalanta,ITA,1,1914.44262695,2025-01-14,2024-2025
2025-01-15,7.0,Atalanta,ITA,1,1911.76196289,2025-01-18,2024-2025
2025-01-19,9.0,Atalanta,ITA,1,1901.15222168,2025-01-21,2024-2025
2025-01-22,9.0,Atalanta,ITA,1,1906.0098877,2025-01-22,2024-2025
2025-01-23,7.0,Atalanta,ITA,1,1907.76635742,2025-01-23,2024-2025
2025-01-24,7.0,Atalanta,ITA,1,1906.51879883,2025-01-25,2024-2025
2025-01-26,6.0,Atalanta,ITA,1,1909.06726074,2025-01-29,2024-2025
2025-01-30,7.0,Atalanta,ITA,1,1904.16296387,2025-01-30,2024-2025
