players_used,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),url
,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,
16,25.4,1,90,90,100,1,11,82,6,5,19,7,0,0,2,-2,-2,1.3,1.2,0.1,0.05,/en/squads/19c3f8c4/Ajax-Stats
15,26.2,1,90,90,100,1,11,86,7,4,12,6,3,2,0,2,2,1.3,0.3,0.9,0.94,/en/squads/18bb7c10/Arsenal-Stats
16,26.5,1,90,90,100,1,11,79,7,5,24,7,0,0,4,-4,-4,0.6,3.4,-2.9,-2.87,/en/squads/922493f3/Atalanta-Stats
16,27.2,1,90,90,100,1,11,82,7,5,17,7,0,0,2,-2,-2,0.3,1.3,-0.9,-0.94,/en/squads/2b390eca/Athletic-Club-Stats
15,28.5,1,90,90,100,1,11,80,7,4,28,7,0,2,3,-1,-1,0.6,2.7,-2.2,-2.16,/en/squads/db3b9613/Atletico-Madrid-Stats
16,26.1,1,90,90,100,1,11,84,6,5,13,6,3,2,1,1,1,1.1,1.2,-0.1,-0.1,/en/squads/206d90db/Barcelona-Stats
16,29.0,1,90,90,100,1,11,80,6,5,23,5,3,3,1,2,2,2.2,0.7,1.5,1.45,/en/squads/054efa67/Bayern-Munich-Stats
15,25.5,1,90,90,100,1,11,84,7,4,17,8,0,2,3,-1,-1,1.4,1.5,-0.1,-0.13,/en/squads/a77c513e/Benfica-Stats
16,26.7,1,90,90,100,1,11,80,6,5,22,6,1,2,2,0,0,2.8,3.9,-1.2,-1.15,/en/squads/d86248bd/2025-2026/BodoGlimt-Stats
14,25.1,1,90,90,100,1,11,85,8,3,19,9,0,1,3,-2,-2,0.7,2.2,-1.5,-1.45,/en/squads/cff3d9bb/Chelsea-Stats
16,24.5,1,90,90,100,1,11,76,6,5,30,6,3,4,1,3,3,3.0,1.5,1.5,1.49,/en/squads/f1e6c5f1/Club-Brugge-Stats
14,26.8,1,90,90,100,1,11,86,8,3,14,6,1,4,4,0,0,1.5,1.9,-0.4,-0.38,/en/squads/add600ae/Dortmund-Stats
16,24.5,1,90,90,100,1,11,84,6,5,13,7,3,5,1,4,4,1.2,1.1,0.1,0.12,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
15,27.2,1,90,90,100,1,11,83,7,4,21,6,1,2,2,0,0,1.9,1.2,0.7,0.69,/en/squads/18050b20/FC-Copenhagen-Stats
16,28.3,1,90,90,100,1,11,79,6,5,24,7,0,1,5,-4,-4,1.1,1.2,-0.1,-0.12,/en/squads/ecd11ca2/Galatasaray-Stats
16,29.7,1,90,90,100,1,11,85,6,5,10,7,3,2,0,2,2,1.2,1.3,-0.1,-0.05,/en/squads/d609edc0/Internazionale-Stats
16,25.8,1,90,90,100,1,11,80,6,5,23,7,1,4,4,0,0,1.9,1.5,0.4,0.38,/en/squads/e0652b02/Juventus-Stats
16,27.1,1,90,90,100,1,11,78,6,5,26,5,1,2,2,0,0,1.2,1.9,-0.7,-0.69,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
16,27.5,1,90,90,100,1,11,79,6,5,24,6,3,3,2,1,1,2.7,0.6,2.2,2.16,/en/squads/822bd0ba/Liverpool-Stats
16,25.4,1,90,90,100,1,11,82,6,5,17,5,3,2,0,2,2,2.1,0.2,1.9,1.92,/en/squads/b8fd03ef/Manchester-City-Stats
16,28.8,1,90,90,100,1,11,83,6,5,16,6,0,1,2,-1,-1,0.8,3.6,-2.9,-2.89,/en/squads/5725cc7b/Marseille-Stats
16,24.9,1,90,90,100,1,11,76,6,5,32,4,0,1,4,-3,-3,1.5,3.0,-1.5,-1.49,/en/squads/fd6114db/Monaco-Stats
16,28.9,1,90,90,100,1,11,69,5,5,32,7,0,0,2,-2,-2,0.2,2.1,-1.9,-1.92,/en/squads/d48ad4ff/Napoli-Stats
16,28.4,1,90,90,100,1,11,78,6,5,25,7,0,1,2,-1,-1,1.2,1.1,0.1,0.1,/en/squads/b2b47a98/Newcastle-United-Stats
16,28.9,1,90,90,100,1,11,76,6,5,30,6,1,0,0,0,0,1.5,0.3,1.2,1.23,/en/squads/2fdb4aef/Olympiacos-Stats
16,25.3,1,90,90,100,1,11,79,7,5,25,6,0,1,3,-2,-2,2.1,3.0,-0.9,-0.89,/en/squads/e334d850/PSV-Eindhoven-Stats
16,29.4,1,90,90,100,1,11,71,5,5,30,3,1,0,0,0,0,0.3,1.5,-1.2,-1.23,/en/squads/cb42669e/Pafos-FC-Stats
16,24.6,1,90,90,100,1,11,78,6,5,27,3,3,4,0,4,4,3.4,0.6,2.9,2.87,/en/squads/e2d8892c/Paris-Saint-Germain-Stats
15,27.8,1,90,90,100,1,11,85,7,4,14,7,3,3,2,1,1,1.5,1.4,0.1,0.13,/en/squads/44b65410/Qarabag-Stats
16,26.4,1,90,90,100,1,11,83,6,5,16,4,0,1,4,-3,-3,0.7,3.7,-3.1,-3.09,/en/squads/768fb565/Qairat-Almaty-Stats
15,25.6,1,90,90,100,1,11,75,7,4,35,8,3,2,1,1,1,3.6,0.8,2.9,2.89,/en/squads/53a2f082/Real-Madrid-Stats
16,26.3,1,90,90,100,1,11,81,6,5,21,7,1,2,2,0,0,3.9,2.8,1.2,1.15,/en/squads/111cbfb1/Slavia-Prague-Stats
16,24.7,1,90,90,100,1,11,78,6,5,27,7,3,4,1,3,3,3.7,0.7,3.1,3.09,/en/squads/13dc44fd/Sporting-CP-Stats
16,25.5,1,90,90,100,1,11,83,6,5,15,7,3,1,0,1,1,0.5,0.5,0.1,0.06,/en/squads/361ca564/Tottenham-Hotspur-Stats
14,25.5,1,90,90,100,1,11,86,8,3,14,7,3,3,1,2,2,3.0,2.1,0.9,0.89,/en/squads/e14f61a5/Union-SG-Stats
16,26.7,1,90,90,100,1,11,84,6,5,13,7,0,0,1,-1,-1,0.5,0.5,-0.1,-0.06,/en/squads/2a8183b3/Villarreal-Stats
